case_id,activity,enable_time,start_time,end_time,resource
3,A,2012-03-19 11:40:55.902675+00:00,2012-03-19 11:40:55.902675+00:00,2012-03-19 11:45:55.902675+00:00,DIO
2,O,2012-03-19 11:44:27.628011+00:00,2012-03-19 11:44:27.628011+00:00,2012-03-19 11:49:27.628011+00:00,Jonathan
3,B,2012-03-19 11:45:55.902675+00:00,2012-03-19 11:45:55.902675+00:00,2012-03-19 11:50:55.902675+00:00,Pucci
2,I,2012-03-19 11:49:27.628011+00:00,2012-03-19 11:49:27.628011+00:00,2012-03-19 11:54:27.628011+00:00,Giorno
3,C,2012-03-19 11:50:55.902675+00:00,2012-03-19 11:50:55.902675+00:00,2012-03-19 11:55:55.902675+00:00,DIO
2,J,2012-03-19 11:54:27.628011+00:00,2012-03-19 11:54:27.628011+00:00,2012-03-19 11:59:27.628011+00:00,Jolyne
3,D,2012-03-19 11:55:55.902675+00:00,2012-03-19 11:55:55.902675+00:00,2012-03-19 12:00:55.902675+00:00,Pucci
2,K,2012-03-19 11:59:27.628011+00:00,2012-03-19 11:59:27.628011+00:00,2012-03-19 12:04:27.628011+00:00,Jonathan
3,I,2012-03-19 12:00:55.902675+00:00,2012-03-19 12:00:55.902675+00:00,2012-03-19 12:05:55.902675+00:00,Giorno
2,N,2012-03-19 12:04:27.628011+00:00,2012-03-19 12:04:27.628011+00:00,2012-03-19 12:09:27.628011+00:00,Jolyne
3,L,2012-03-19 12:05:55.902675+00:00,2012-03-19 12:05:55.902675+00:00,2012-03-19 12:10:55.902675+00:00,Jonathan
2,P,2012-03-19 12:09:27.628011+00:00,2012-03-19 12:09:27.628011+00:00,2012-03-19 12:14:27.628011+00:00,Giorno
3,M,2012-03-19 12:10:55.902675+00:00,2012-03-19 12:10:55.902675+00:00,2012-03-19 12:15:55.902675+00:00,Jolyne
4,A,2012-03-19 12:11:07.662630+00:00,2012-03-19 12:11:07.662630+00:00,2012-03-19 12:16:07.662630+00:00,DIO
3,N,2012-03-19 12:15:55.902675+00:00,2012-03-19 12:15:55.902675+00:00,2012-03-19 12:20:55.902675+00:00,Jonathan
4,B,2012-03-19 12:16:07.662630+00:00,2012-03-19 12:16:07.662630+00:00,2012-03-19 12:21:07.662630+00:00,Pucci
3,P,2012-03-19 12:20:55.902675+00:00,2012-03-19 12:20:55.902675+00:00,2012-03-19 12:25:55.902675+00:00,Giorno
4,F,2012-03-19 12:21:07.662630+00:00,2012-03-19 12:21:07.662630+00:00,2012-03-19 12:26:07.662630+00:00,DIO
4,G,2012-03-19 12:26:07.662630+00:00,2012-03-19 12:26:07.662630+00:00,2012-03-19 12:31:07.662630+00:00,Pucci
4,H,2012-03-19 12:31:07.662630+00:00,2012-03-19 12:31:07.662630+00:00,2012-03-19 12:36:07.662630+00:00,DIO
5,A,2012-03-19 12:35:18.310856+00:00,2012-03-19 12:35:18.310856+00:00,2012-03-19 12:40:18.310856+00:00,Pucci
4,I,2012-03-19 12:36:07.662630+00:00,2012-03-19 12:36:07.662630+00:00,2012-03-19 12:41:07.662630+00:00,Jolyne
5,B,2012-03-19 12:40:18.310856+00:00,2012-03-19 12:40:18.310856+00:00,2012-03-19 12:45:18.310856+00:00,DIO
4,L,2012-03-19 12:41:07.662630+00:00,2012-03-19 12:41:07.662630+00:00,2012-03-19 12:46:07.662630+00:00,Jonathan
5,E,2012-03-19 12:45:18.310856+00:00,2012-03-19 12:45:18.310856+00:00,2012-03-19 12:50:18.310856+00:00,Pucci
4,M,2012-03-19 12:46:07.662630+00:00,2012-03-19 12:46:07.662630+00:00,2012-03-19 12:51:07.662630+00:00,Giorno
5,I,2012-03-19 12:50:18.310856+00:00,2012-03-19 12:50:18.310856+00:00,2012-03-19 12:55:18.310856+00:00,Jolyne
4,N,2012-03-19 12:51:07.662630+00:00,2012-03-19 12:51:07.662630+00:00,2012-03-19 12:56:07.662630+00:00,Jonathan
5,J,2012-03-19 12:55:18.310856+00:00,2012-03-19 12:55:18.310856+00:00,2012-03-19 13:00:18.310856+00:00,Giorno
4,P,2012-03-19 12:56:07.662630+00:00,2012-03-19 12:56:07.662630+00:00,2012-03-19 13:01:07.662630+00:00,Jolyne
5,K,2012-03-19 13:00:18.310856+00:00,2012-03-19 13:00:18.310856+00:00,2012-03-19 13:05:18.310856+00:00,Jonathan
6,A,2012-03-19 13:02:04.471001+00:00,2012-03-19 13:02:04.471001+00:00,2012-03-19 13:07:04.471001+00:00,DIO
5,N,2012-03-19 13:05:18.310856+00:00,2012-03-19 13:05:18.310856+00:00,2012-03-19 13:10:18.310856+00:00,Giorno
6,B,2012-03-19 13:07:04.471001+00:00,2012-03-19 13:07:04.471001+00:00,2012-03-19 13:12:04.471001+00:00,Pucci
5,O,2012-03-19 13:10:18.310856+00:00,2012-03-19 13:10:18.310856+00:00,2012-03-19 13:15:18.310856+00:00,Jolyne
6,E,2012-03-19 13:12:04.471001+00:00,2012-03-19 13:12:04.471001+00:00,2012-03-19 13:17:04.471001+00:00,DIO
5,I,2012-03-19 13:15:18.310856+00:00,2012-03-19 13:15:18.310856+00:00,2012-03-19 13:20:18.310856+00:00,Jonathan
6,I,2012-03-19 13:17:04.471001+00:00,2012-03-19 13:17:04.471001+00:00,2012-03-19 13:22:04.471001+00:00,Giorno
5,J,2012-03-19 13:20:18.310856+00:00,2012-03-19 13:20:18.310856+00:00,2012-03-19 13:25:18.310856+00:00,Jolyne
6,L,2012-03-19 13:22:04.471001+00:00,2012-03-19 13:22:04.471001+00:00,2012-03-19 13:27:04.471001+00:00,Jonathan
5,K,2012-03-19 13:25:18.310856+00:00,2012-03-19 13:25:18.310856+00:00,2012-03-19 13:30:18.310856+00:00,Giorno
6,M,2012-03-19 13:27:04.471001+00:00,2012-03-19 13:27:04.471001+00:00,2012-03-19 13:32:04.471001+00:00,Jolyne
7,A,2012-03-19 13:29:33.003468+00:00,2012-03-19 13:29:33.003468+00:00,2012-03-19 13:34:33.003468+00:00,Pucci
5,N,2012-03-19 13:30:18.310856+00:00,2012-03-19 13:30:18.310856+00:00,2012-03-19 13:35:18.310856+00:00,Jonathan
6,N,2012-03-19 13:32:04.471001+00:00,2012-03-19 13:32:04.471001+00:00,2012-03-19 13:37:04.471001+00:00,Giorno
7,B,2012-03-19 13:34:33.003468+00:00,2012-03-19 13:34:33.003468+00:00,2012-03-19 13:39:33.003468+00:00,DIO
5,P,2012-03-19 13:35:18.310856+00:00,2012-03-19 13:35:18.310856+00:00,2012-03-19 13:40:18.310856+00:00,Jolyne
6,P,2012-03-19 13:37:04.471001+00:00,2012-03-19 13:37:04.471001+00:00,2012-03-19 13:42:04.471001+00:00,Jonathan
7,F,2012-03-19 13:39:33.003468+00:00,2012-03-19 13:39:33.003468+00:00,2012-03-19 13:44:33.003468+00:00,Pucci
7,G,2012-03-19 13:44:33.003468+00:00,2012-03-19 13:44:33.003468+00:00,2012-03-19 13:49:33.003468+00:00,DIO
7,H,2012-03-19 13:49:33.003468+00:00,2012-03-19 13:49:33.003468+00:00,2012-03-19 13:54:33.003468+00:00,Pucci
7,I,2012-03-19 13:54:33.003468+00:00,2012-03-19 13:54:33.003468+00:00,2012-03-19 13:59:33.003468+00:00,Giorno
8,A,2012-03-19 13:57:51.629092+00:00,2012-03-19 13:57:51.629092+00:00,2012-03-19 14:02:51.629092+00:00,DIO
7,J,2012-03-19 13:59:33.003468+00:00,2012-03-19 13:59:33.003468+00:00,2012-03-19 14:04:33.003468+00:00,Jolyne
8,B,2012-03-19 14:02:51.629092+00:00,2012-03-19 14:02:51.629092+00:00,2012-03-19 14:07:51.629092+00:00,Pucci
7,K,2012-03-19 14:04:33.003468+00:00,2012-03-19 14:04:33.003468+00:00,2012-03-19 14:09:33.003468+00:00,Jonathan
8,F,2012-03-19 14:07:51.629092+00:00,2012-03-19 14:07:51.629092+00:00,2012-03-19 14:12:51.629092+00:00,DIO
7,N,2012-03-19 14:09:33.003468+00:00,2012-03-19 14:09:33.003468+00:00,2012-03-19 14:14:33.003468+00:00,Giorno
8,G,2012-03-19 14:12:51.629092+00:00,2012-03-19 14:12:51.629092+00:00,2012-03-19 14:17:51.629092+00:00,Pucci
7,O,2012-03-19 14:14:33.003468+00:00,2012-03-19 14:14:33.003468+00:00,2012-03-19 14:19:33.003468+00:00,Jolyne
8,H,2012-03-19 14:17:51.629092+00:00,2012-03-19 14:17:51.629092+00:00,2012-03-19 14:22:51.629092+00:00,DIO
7,I,2012-03-19 14:19:33.003468+00:00,2012-03-19 14:19:33.003468+00:00,2012-03-19 14:24:33.003468+00:00,Jonathan
9,A,2012-03-19 14:19:44.469619+00:00,2012-03-19 14:19:44.469619+00:00,2012-03-19 14:24:44.469619+00:00,Pucci
8,I,2012-03-19 14:22:51.629092+00:00,2012-03-19 14:22:51.629092+00:00,2012-03-19 14:27:51.629092+00:00,Giorno
7,L,2012-03-19 14:24:33.003468+00:00,2012-03-19 14:24:33.003468+00:00,2012-03-19 14:29:33.003468+00:00,Jolyne
9,B,2012-03-19 14:24:44.469619+00:00,2012-03-19 14:24:44.469619+00:00,2012-03-19 14:29:44.469619+00:00,DIO
8,L,2012-03-19 14:27:51.629092+00:00,2012-03-19 14:27:51.629092+00:00,2012-03-19 14:32:51.629092+00:00,Jonathan
7,M,2012-03-19 14:29:33.003468+00:00,2012-03-19 14:29:33.003468+00:00,2012-03-19 14:34:33.003468+00:00,Giorno
9,C,2012-03-19 14:29:44.469619+00:00,2012-03-19 14:29:44.469619+00:00,2012-03-19 14:34:44.469619+00:00,Pucci
8,M,2012-03-19 14:32:51.629092+00:00,2012-03-19 14:32:51.629092+00:00,2012-03-19 14:37:51.629092+00:00,Jolyne
7,N,2012-03-19 14:34:33.003468+00:00,2012-03-19 14:34:33.003468+00:00,2012-03-19 14:39:33.003468+00:00,Jonathan
9,D,2012-03-19 14:34:44.469619+00:00,2012-03-19 14:34:44.469619+00:00,2012-03-19 14:39:44.469619+00:00,DIO
8,N,2012-03-19 14:37:51.629092+00:00,2012-03-19 14:37:51.629092+00:00,2012-03-19 14:42:51.629092+00:00,Giorno
7,O,2012-03-19 14:39:33.003468+00:00,2012-03-19 14:39:33.003468+00:00,2012-03-19 14:44:33.003468+00:00,Jolyne
9,I,2012-03-19 14:39:44.469619+00:00,2012-03-19 14:39:44.469619+00:00,2012-03-19 14:44:44.469619+00:00,Jonathan
10,A,2012-03-19 14:40:34.771807+00:00,2012-03-19 14:40:34.771807+00:00,2012-03-19 14:45:34.771807+00:00,Pucci
8,O,2012-03-19 14:42:51.629092+00:00,2012-03-19 14:42:51.629092+00:00,2012-03-19 14:47:51.629092+00:00,Giorno
7,I,2012-03-19 14:44:33.003468+00:00,2012-03-19 14:44:33.003468+00:00,2012-03-19 14:49:33.003468+00:00,Jolyne
9,J,2012-03-19 14:44:44.469619+00:00,2012-03-19 14:44:44.469619+00:00,2012-03-19 14:49:44.469619+00:00,Jonathan
10,B,2012-03-19 14:45:34.771807+00:00,2012-03-19 14:45:34.771807+00:00,2012-03-19 14:50:34.771807+00:00,DIO
8,I,2012-03-19 14:47:51.629092+00:00,2012-03-19 14:47:51.629092+00:00,2012-03-19 14:52:51.629092+00:00,Giorno
7,J,2012-03-19 14:49:33.003468+00:00,2012-03-19 14:49:33.003468+00:00,2012-03-19 14:54:33.003468+00:00,Jolyne
9,K,2012-03-19 14:49:44.469619+00:00,2012-03-19 14:49:44.469619+00:00,2012-03-19 14:54:44.469619+00:00,Jonathan
10,C,2012-03-19 14:50:34.771807+00:00,2012-03-19 14:50:34.771807+00:00,2012-03-19 14:55:34.771807+00:00,Pucci
8,L,2012-03-19 14:52:51.629092+00:00,2012-03-19 14:52:51.629092+00:00,2012-03-19 14:57:51.629092+00:00,Giorno
7,K,2012-03-19 14:54:33.003468+00:00,2012-03-19 14:54:33.003468+00:00,2012-03-19 14:59:33.003468+00:00,Jolyne
9,N,2012-03-19 14:54:44.469619+00:00,2012-03-19 14:54:44.469619+00:00,2012-03-19 14:59:44.469619+00:00,Jonathan
10,D,2012-03-19 14:55:34.771807+00:00,2012-03-19 14:55:34.771807+00:00,2012-03-19 15:00:34.771807+00:00,DIO
8,M,2012-03-19 14:57:51.629092+00:00,2012-03-19 14:57:51.629092+00:00,2012-03-19 15:02:51.629092+00:00,Giorno
7,N,2012-03-19 14:59:33.003468+00:00,2012-03-19 14:59:33.003468+00:00,2012-03-19 15:04:33.003468+00:00,Jolyne
9,O,2012-03-19 14:59:44.469619+00:00,2012-03-19 14:59:44.469619+00:00,2012-03-19 15:04:44.469619+00:00,Jonathan
10,I,2012-03-19 15:00:34.771807+00:00,2012-03-19 15:02:51.629092+00:00,2012-03-19 15:07:51.629092+00:00,Giorno
8,N,2012-03-19 15:02:51.629092+00:00,2012-03-19 15:04:33.003468+00:00,2012-03-19 15:09:33.003468+00:00,Jolyne
7,O,2012-03-19 15:04:33.003468+00:00,2012-03-19 15:04:44.469619+00:00,2012-03-19 15:09:44.469619+00:00,Jonathan
9,I,2012-03-19 15:04:44.469619+00:00,2012-03-19 15:07:51.629092+00:00,2012-03-19 15:12:51.629092+00:00,Giorno
10,L,2012-03-19 15:07:51.629092+00:00,2012-03-19 15:09:33.003468+00:00,2012-03-19 15:14:33.003468+00:00,Jolyne
8,O,2012-03-19 15:09:33.003468+00:00,2012-03-19 15:09:44.469619+00:00,2012-03-19 15:14:44.469619+00:00,Jonathan
7,I,2012-03-19 15:09:44.469619+00:00,2012-03-19 15:12:51.629092+00:00,2012-03-19 15:17:51.629092+00:00,Giorno
9,L,2012-03-19 15:12:51.629092+00:00,2012-03-19 15:14:33.003468+00:00,2012-03-19 15:19:33.003468+00:00,Jolyne
10,M,2012-03-19 15:14:33.003468+00:00,2012-03-19 15:14:44.469619+00:00,2012-03-19 15:19:44.469619+00:00,Jonathan
8,I,2012-03-19 15:14:44.469619+00:00,2012-03-19 15:17:51.629092+00:00,2012-03-19 15:22:51.629092+00:00,Giorno
11,A,2012-03-19 15:16:43.970755+00:00,2012-03-19 15:16:43.970755+00:00,2012-03-19 15:21:43.970755+00:00,Pucci
7,J,2012-03-19 15:17:51.629092+00:00,2012-03-19 15:19:33.003468+00:00,2012-03-19 15:24:33.003468+00:00,Jolyne
9,M,2012-03-19 15:19:33.003468+00:00,2012-03-19 15:19:44.469619+00:00,2012-03-19 15:24:44.469619+00:00,Jonathan
10,N,2012-03-19 15:19:44.469619+00:00,2012-03-19 15:22:51.629092+00:00,2012-03-19 15:27:51.629092+00:00,Giorno
11,B,2012-03-19 15:21:43.970755+00:00,2012-03-19 15:21:43.970755+00:00,2012-03-19 15:26:43.970755+00:00,DIO
8,J,2012-03-19 15:22:51.629092+00:00,2012-03-19 15:24:33.003468+00:00,2012-03-19 15:29:33.003468+00:00,Jolyne
7,K,2012-03-19 15:24:33.003468+00:00,2012-03-19 15:24:44.469619+00:00,2012-03-19 15:29:44.469619+00:00,Jonathan
9,N,2012-03-19 15:24:44.469619+00:00,2012-03-19 15:27:51.629092+00:00,2012-03-19 15:32:51.629092+00:00,Giorno
11,C,2012-03-19 15:26:43.970755+00:00,2012-03-19 15:26:43.970755+00:00,2012-03-19 15:31:43.970755+00:00,Pucci
10,O,2012-03-19 15:27:51.629092+00:00,2012-03-19 15:29:33.003468+00:00,2012-03-19 15:34:33.003468+00:00,Jolyne
8,K,2012-03-19 15:29:33.003468+00:00,2012-03-19 15:29:44.469619+00:00,2012-03-19 15:34:44.469619+00:00,Jonathan
7,N,2012-03-19 15:29:44.469619+00:00,2012-03-19 15:32:51.629092+00:00,2012-03-19 15:37:51.629092+00:00,Giorno
11,D,2012-03-19 15:31:43.970755+00:00,2012-03-19 15:31:43.970755+00:00,2012-03-19 15:36:43.970755+00:00,DIO
9,P,2012-03-19 15:32:51.629092+00:00,2012-03-19 15:34:33.003468+00:00,2012-03-19 15:39:33.003468+00:00,Jolyne
10,I,2012-03-19 15:34:33.003468+00:00,2012-03-19 15:34:44.469619+00:00,2012-03-19 15:39:44.469619+00:00,Jonathan
8,N,2012-03-19 15:34:44.469619+00:00,2012-03-19 15:37:51.629092+00:00,2012-03-19 15:42:51.629092+00:00,Giorno
11,I,2012-03-19 15:36:43.970755+00:00,2012-03-19 15:39:33.003468+00:00,2012-03-19 15:44:33.003468+00:00,Jolyne
7,O,2012-03-19 15:37:51.629092+00:00,2012-03-19 15:39:44.469619+00:00,2012-03-19 15:44:44.469619+00:00,Jonathan
10,L,2012-03-19 15:39:44.469619+00:00,2012-03-19 15:42:51.629092+00:00,2012-03-19 15:47:51.629092+00:00,Giorno
8,P,2012-03-19 15:42:51.629092+00:00,2012-03-19 15:44:33.003468+00:00,2012-03-19 15:49:33.003468+00:00,Jolyne
11,J,2012-03-19 15:44:33.003468+00:00,2012-03-19 15:44:44.469619+00:00,2012-03-19 15:49:44.469619+00:00,Jonathan
7,I,2012-03-19 15:44:44.469619+00:00,2012-03-19 15:47:51.629092+00:00,2012-03-19 15:52:51.629092+00:00,Giorno
10,M,2012-03-19 15:47:51.629092+00:00,2012-03-19 15:49:33.003468+00:00,2012-03-19 15:54:33.003468+00:00,Jolyne
11,K,2012-03-19 15:49:44.469619+00:00,2012-03-19 15:49:44.469619+00:00,2012-03-19 15:54:44.469619+00:00,Jonathan
7,J,2012-03-19 15:52:51.629092+00:00,2012-03-19 15:52:51.629092+00:00,2012-03-19 15:57:51.629092+00:00,Giorno
12,A,2012-03-19 15:53:55.235485+00:00,2012-03-19 15:53:55.235485+00:00,2012-03-19 15:58:55.235485+00:00,Pucci
10,N,2012-03-19 15:54:33.003468+00:00,2012-03-19 15:54:33.003468+00:00,2012-03-19 15:59:33.003468+00:00,Jolyne
11,N,2012-03-19 15:54:44.469619+00:00,2012-03-19 15:54:44.469619+00:00,2012-03-19 15:59:44.469619+00:00,Jonathan
7,K,2012-03-19 15:57:51.629092+00:00,2012-03-19 15:57:51.629092+00:00,2012-03-19 16:02:51.629092+00:00,Giorno
12,B,2012-03-19 15:58:55.235485+00:00,2012-03-19 15:58:55.235485+00:00,2012-03-19 16:03:55.235485+00:00,DIO
10,P,2012-03-19 15:59:33.003468+00:00,2012-03-19 15:59:33.003468+00:00,2012-03-19 16:04:33.003468+00:00,Jolyne
11,O,2012-03-19 15:59:44.469619+00:00,2012-03-19 15:59:44.469619+00:00,2012-03-19 16:04:44.469619+00:00,Jonathan
7,N,2012-03-19 16:02:51.629092+00:00,2012-03-19 16:02:51.629092+00:00,2012-03-19 16:07:51.629092+00:00,Giorno
12,E,2012-03-19 16:03:55.235485+00:00,2012-03-19 16:03:55.235485+00:00,2012-03-19 16:08:55.235485+00:00,Pucci
11,I,2012-03-19 16:04:44.469619+00:00,2012-03-19 16:04:44.469619+00:00,2012-03-19 16:09:44.469619+00:00,Jolyne
7,P,2012-03-19 16:07:51.629092+00:00,2012-03-19 16:07:51.629092+00:00,2012-03-19 16:12:51.629092+00:00,Jonathan
12,I,2012-03-19 16:08:55.235485+00:00,2012-03-19 16:08:55.235485+00:00,2012-03-19 16:13:55.235485+00:00,Giorno
11,J,2012-03-19 16:09:44.469619+00:00,2012-03-19 16:09:44.469619+00:00,2012-03-19 16:14:44.469619+00:00,Jolyne
12,L,2012-03-19 16:13:55.235485+00:00,2012-03-19 16:13:55.235485+00:00,2012-03-19 16:18:55.235485+00:00,Jonathan
11,K,2012-03-19 16:14:44.469619+00:00,2012-03-19 16:14:44.469619+00:00,2012-03-19 16:19:44.469619+00:00,Giorno
13,A,2012-03-19 16:16:00.253335+00:00,2012-03-19 16:16:00.253335+00:00,2012-03-19 16:21:00.253335+00:00,DIO
12,M,2012-03-19 16:18:55.235485+00:00,2012-03-19 16:18:55.235485+00:00,2012-03-19 16:23:55.235485+00:00,Jolyne
11,N,2012-03-19 16:19:44.469619+00:00,2012-03-19 16:19:44.469619+00:00,2012-03-19 16:24:44.469619+00:00,Jonathan
13,B,2012-03-19 16:21:00.253335+00:00,2012-03-19 16:21:00.253335+00:00,2012-03-19 16:26:00.253335+00:00,Pucci
12,N,2012-03-19 16:23:55.235485+00:00,2012-03-19 16:23:55.235485+00:00,2012-03-19 16:28:55.235485+00:00,Giorno
11,O,2012-03-19 16:24:44.469619+00:00,2012-03-19 16:24:44.469619+00:00,2012-03-19 16:29:44.469619+00:00,Jolyne
13,F,2012-03-19 16:26:00.253335+00:00,2012-03-19 16:26:00.253335+00:00,2012-03-19 16:31:00.253335+00:00,DIO
12,O,2012-03-19 16:28:55.235485+00:00,2012-03-19 16:28:55.235485+00:00,2012-03-19 16:33:55.235485+00:00,Jonathan
11,I,2012-03-19 16:29:44.469619+00:00,2012-03-19 16:29:44.469619+00:00,2012-03-19 16:34:44.469619+00:00,Giorno
13,G,2012-03-19 16:31:00.253335+00:00,2012-03-19 16:31:00.253335+00:00,2012-03-19 16:36:00.253335+00:00,Pucci
12,I,2012-03-19 16:33:55.235485+00:00,2012-03-19 16:33:55.235485+00:00,2012-03-19 16:38:55.235485+00:00,Jolyne
11,J,2012-03-19 16:34:44.469619+00:00,2012-03-19 16:34:44.469619+00:00,2012-03-19 16:39:44.469619+00:00,Jonathan
13,H,2012-03-19 16:36:00.253335+00:00,2012-03-19 16:36:00.253335+00:00,2012-03-19 16:41:00.253335+00:00,DIO
12,J,2012-03-19 16:38:55.235485+00:00,2012-03-19 16:38:55.235485+00:00,2012-03-19 16:43:55.235485+00:00,Giorno
11,K,2012-03-19 16:39:44.469619+00:00,2012-03-19 16:39:44.469619+00:00,2012-03-19 16:44:44.469619+00:00,Jolyne
13,I,2012-03-19 16:41:00.253335+00:00,2012-03-19 16:41:00.253335+00:00,2012-03-19 16:46:00.253335+00:00,Jonathan
14,A,2012-03-19 16:41:17.815221+00:00,2012-03-19 16:41:17.815221+00:00,2012-03-19 16:46:17.815221+00:00,Pucci
12,K,2012-03-19 16:43:55.235485+00:00,2012-03-19 16:43:55.235485+00:00,2012-03-19 16:48:55.235485+00:00,Giorno
11,N,2012-03-19 16:44:44.469619+00:00,2012-03-19 16:44:44.469619+00:00,2012-03-19 16:49:44.469619+00:00,Jolyne
13,L,2012-03-19 16:46:00.253335+00:00,2012-03-19 16:46:00.253335+00:00,2012-03-19 16:51:00.253335+00:00,Jonathan
14,B,2012-03-19 16:46:17.815221+00:00,2012-03-19 16:46:17.815221+00:00,2012-03-19 16:51:17.815221+00:00,DIO
12,N,2012-03-19 16:48:55.235485+00:00,2012-03-19 16:48:55.235485+00:00,2012-03-19 16:53:55.235485+00:00,Giorno
11,O,2012-03-19 16:49:44.469619+00:00,2012-03-19 16:49:44.469619+00:00,2012-03-19 16:54:44.469619+00:00,Jolyne
13,M,2012-03-19 16:51:00.253335+00:00,2012-03-19 16:51:00.253335+00:00,2012-03-19 16:56:00.253335+00:00,Jonathan
14,E,2012-03-19 16:51:17.815221+00:00,2012-03-19 16:51:17.815221+00:00,2012-03-19 16:56:17.815221+00:00,Pucci
12,O,2012-03-19 16:53:55.235485+00:00,2012-03-19 16:53:55.235485+00:00,2012-03-19 16:58:55.235485+00:00,Giorno
11,I,2012-03-19 16:54:44.469619+00:00,2012-03-19 16:54:44.469619+00:00,2012-03-19 16:59:44.469619+00:00,Jolyne
13,N,2012-03-19 16:56:00.253335+00:00,2012-03-19 16:56:00.253335+00:00,2012-03-20 09:01:00.253335+00:00,Jonathan
14,I,2012-03-19 16:56:17.815221+00:00,2012-03-19 16:58:55.235485+00:00,2012-03-20 09:03:55.235485+00:00,Giorno
12,I,2012-03-19 16:58:55.235485+00:00,2012-03-19 16:59:44.469619+00:00,2012-03-20 09:04:44.469619+00:00,Jolyne
11,L,2012-03-19 16:59:44.469619+00:00,2012-03-20 09:01:00.253335+00:00,2012-03-20 09:06:00.253335+00:00,Jonathan
15,A,2012-03-20 09:00:00.000000+00:00,2012-03-20 09:00:00.000000+00:00,2012-03-20 09:05:00.000000+00:00,DIO
13,O,2012-03-20 09:01:00.253335+00:00,2012-03-20 09:03:55.235485+00:00,2012-03-20 09:08:55.235485+00:00,Giorno
