case_id,activity,start_time,end_time,resource
413,Traer informacion estudiante - banner,2016-05-13 18:03:58.022485+00:00,2016-05-13 18:03:58.022485+00:00,11760
413,Radicar Solicitud Homologacion,2016-05-13 18:04:01.022485+00:00,2016-05-13 18:04:01.022485+00:00,11775
414,Traer informacion estudiante - banner,2016-05-13 18:57:13.574272+00:00,2016-05-13 18:57:13.574272+00:00,11811
414,Radicar Solicitud Homologacion,2016-05-13 18:57:16.574272+00:00,2016-05-13 18:57:16.574272+00:00,11854
414,Validar solicitud,2016-05-13 18:57:16.574272+00:00,2016-05-13 18:57:16.574272+00:00,448
414,Homologacion por grupo de cursos,2016-05-13 21:03:01.098737+00:00,2016-05-15 19:33:25.420469+00:00,1343
415,Traer informacion estudiante - banner,2016-05-14 00:29:59.446685+00:00,2016-05-14 00:29:59.446685+00:00,11959
415,Radicar Solicitud Homologacion,2016-05-14 00:30:02.446685+00:00,2016-05-15 19:38:26+00:00,11973
405,Notificacion estudiante cancelacion soli,2016-05-14 09:55:26.675268+00:00,2016-05-14 09:55:26.675268+00:00,22074
416,Traer informacion estudiante - banner,2016-05-14 10:07:02.582280+00:00,2016-05-14 10:07:02.582280+00:00,12006
416,Radicar Solicitud Homologacion,2016-05-14 10:07:05.582280+00:00,2016-05-14 10:07:05.582280+00:00,12129
416,Validar solicitud,2016-05-14 10:07:16.593150+00:00,2016-05-15 19:03:59.826192+00:00,49
417,Traer informacion estudiante - banner,2016-05-14 14:00:00.000950+00:00,2016-05-14 14:00:00.000950+00:00,12814
417,Radicar Solicitud Homologacion,2016-05-14 14:00:03.000950+00:00,2016-05-14 14:00:03.000950+00:00,12836
418,Traer informacion estudiante - banner,2016-05-14 15:36:57.683841+00:00,2016-05-14 15:36:57.683841+00:00,12915
418,Radicar Solicitud Homologacion,2016-05-14 15:37:00.683841+00:00,2016-05-14 15:37:00.683841+00:00,13733
418,Cancelar Solicitud,2016-05-14 15:37:00.910549+00:00,2016-05-14 15:37:00.910549+00:00,22491
419,Traer informacion estudiante - banner,2016-05-14 18:00:00.000100+00:00,2016-05-14 18:00:00.000100+00:00,14126
419,Radicar Solicitud Homologacion,2016-05-14 18:00:03.000100+00:00,2016-05-14 18:00:03.000100+00:00,1471
419,Validar solicitud,2016-05-14 20:08:14.985331+00:00,2016-05-15 19:07:04.579980+00:00,5802
407,Homologacion por grupo de cursos,2016-05-14 23:29:16.459235+00:00,2016-05-15 19:51:06.991410+00:00,1422
421,Traer informacion estudiante - banner,2016-05-15 11:00:00.066747+00:00,2016-05-15 11:00:00.066747+00:00,15057
421,Radicar Solicitud Homologacion,2016-05-15 11:00:03.066747+00:00,2016-05-15 19:00:00.100739+00:00,1515
422,Traer informacion estudiante - banner,2016-05-15 11:00:50.701983+00:00,2016-05-15 11:00:50.701983+00:00,15315
422,Radicar Solicitud Homologacion,2016-05-15 11:00:53.701983+00:00,2016-05-15 19:00:02+00:00,15547
420,Validar solicitud,2016-05-15 12:03:24.004503+00:00,2016-05-15 19:00:00.499069+00:00,659
423,Traer informacion estudiante - banner,2016-05-15 12:15:52.337787+00:00,2016-05-15 12:15:52.337787+00:00,15862
423,Radicar Solicitud Homologacion,2016-05-15 12:15:55.337787+00:00,2016-05-15 19:00:16+00:00,15957
424,Traer informacion estudiante - banner,2016-05-15 16:09:39.709204+00:00,2016-05-15 16:09:39.709204+00:00,16273
424,Radicar Solicitud Homologacion,2016-05-15 16:09:42.709204+00:00,2016-05-15 19:00:22.976614+00:00,16695
425,Traer informacion estudiante - banner,2016-05-15 18:00:00.000001+00:00,2016-05-15 18:00:00.000001+00:00,1684
425,Radicar Solicitud Homologacion,2016-05-15 18:00:03.000001+00:00,2016-05-15 18:00:03.000001+00:00,17525
425,Cancelar Solicitud,2016-05-15 18:04:16.954716+00:00,2016-05-15 18:04:16.954716+00:00,22624
424,Validar solicitud,2016-05-15 19:01:09.086121+00:00,2016-05-15 19:01:09.086121+00:00,669
423,Validar solicitud,2016-05-15 19:02:41.657564+00:00,2016-05-15 19:02:43.686998+00:00,6694
416,Homologacion por grupo de cursos,2016-05-15 19:13:37.796298+00:00,2016-05-15 19:18:46.726793+00:00,22478
421,Validar solicitud,2016-05-15 19:21:36.194420+00:00,2016-05-16 16:16:13.929813+00:00,6767
420,Revisar curso,2016-05-15 19:31:17.469242+00:00,2016-05-15 19:31:17.469242+00:00,410
420,Homologacion por grupo de cursos,2016-05-15 19:33:02.635207+00:00,2016-05-16 18:55:41.635207+00:00,22496
426,Traer informacion estudiante - banner,2016-05-15 20:51:37.914844+00:00,2016-05-15 20:51:37.914844+00:00,17642
426,Radicar Solicitud Homologacion,2016-05-15 20:51:40.914844+00:00,2016-05-15 20:51:40.914844+00:00,17769
423,Homologacion por grupo de cursos,2016-05-15 21:28:10.454949+00:00,2016-05-16 16:00:23.337137+00:00,2541
415,Validar solicitud,2016-05-15 23:18:29.797770+00:00,2016-05-15 23:18:29.797770+00:00,695
415,Homologacion por grupo de cursos,2016-05-15 23:18:29.924136+00:00,2016-05-15 23:18:29.924136+00:00,26763
403,Notificacion estudiante cancelacion soli,2016-05-15 23:41:02.279238+00:00,2016-05-15 23:41:02.279238+00:00,22795
412,Revisar curso,2016-05-15 23:45:44.599011+00:00,2016-05-15 23:45:44.599011+00:00,7080
404,Notificacion estudiante cancelacion soli,2016-05-16 04:12:29.461233+00:00,2016-05-16 04:12:29.461233+00:00,22829
425,Notificacion estudiante cancelacion soli,2016-05-16 08:23:15.420655+00:00,2016-05-16 08:23:15.420655+00:00,24544
422,Cancelar Solicitud,2016-05-16 08:51:21.412143+00:00,2016-05-16 16:00:06.734016+00:00,2981
424,Homologacion por grupo de cursos,2016-05-16 09:58:47.309957+00:00,2016-05-17 14:09:06.001000+00:00,26796
427,Traer informacion estudiante - banner,2016-05-16 11:00:00.000045+00:00,2016-05-16 11:00:00.000045+00:00,1792
427,Radicar Solicitud Homologacion,2016-05-16 11:00:03.000045+00:00,2016-05-16 11:00:03.000045+00:00,17965
427,Validar solicitud,2016-05-16 11:00:03.003554+00:00,2016-05-16 11:00:03.003554+00:00,7019
428,Traer informacion estudiante - banner,2016-05-16 14:02:52.589411+00:00,2016-05-16 14:02:52.589411+00:00,18289
428,Radicar Solicitud Homologacion,2016-05-16 14:02:55.589411+00:00,2016-05-16 14:02:55.589411+00:00,18760
429,Traer informacion estudiante - banner,2016-05-16 14:04:13.235814+00:00,2016-05-16 14:04:13.235814+00:00,1910
429,Radicar Solicitud Homologacion,2016-05-16 14:04:16.235814+00:00,2016-05-16 16:00:02+00:00,19214
428,Validar solicitud,2016-05-16 14:13:38.520921+00:00,2016-05-16 16:00:08.816949+00:00,716
430,Traer informacion estudiante - banner,2016-05-16 14:30:58.493054+00:00,2016-05-16 14:30:58.493054+00:00,1934
430,Radicar Solicitud Homologacion,2016-05-16 14:31:01.493054+00:00,2016-05-16 14:31:01.493054+00:00,19582
430,Validar solicitud,2016-05-16 14:31:07.072518+00:00,2016-05-16 16:28:10.417088+00:00,7297
428,Revisar curso,2016-05-16 16:01:04.368775+00:00,2016-05-16 16:01:04.368775+00:00,9184
423,Evaluacion curso,2016-05-16 16:38:12.178319+00:00,2016-05-17 14:18:04.218538+00:00,22439
414,Evaluacion curso,2016-05-16 17:22:55.803813+00:00,2016-05-16 18:00:13+00:00,10726
421,Cancelar Solicitud,2016-05-16 17:37:39.007062+00:00,2016-05-16 17:37:39.007062+00:00,5506
420,Evaluacion curso,2016-05-16 18:55:41.635230+00:00,2016-05-16 18:55:41.635230+00:00,163
422,Notificacion estudiante cancelacion soli,2016-05-17 00:54:39.110582+00:00,2016-05-17 00:54:39.110582+00:00,5588
413,Cancelar Solicitud,2016-05-17 02:07:49.643152+00:00,2016-05-17 15:08:09+00:00,559
401,Revisar curso,2016-05-17 03:26:51.591451+00:00,2016-05-17 03:26:51.591451+00:00,920
412,Homologacion por grupo de cursos,2016-05-17 07:31:53.432667+00:00,2016-05-17 11:54:39.168945+00:00,4560
431,Traer informacion estudiante - banner,2016-05-17 08:12:08.921834+00:00,2016-05-17 08:12:08.921834+00:00,1959
431,Radicar Solicitud Homologacion,2016-05-17 08:12:11.921834+00:00,2016-05-17 11:02:20.642891+00:00,20194
432,Traer informacion estudiante - banner,2016-05-17 08:41:00.051558+00:00,2016-05-17 08:41:00.051558+00:00,2091
432,Radicar Solicitud Homologacion,2016-05-17 08:41:03.051558+00:00,2016-05-17 08:41:03.051558+00:00,2133
432,Cancelar Solicitud,2016-05-17 08:44:22.410241+00:00,2016-05-17 11:12:27.690263+00:00,6400
433,Traer informacion estudiante - banner,2016-05-17 08:58:52.127392+00:00,2016-05-17 08:58:52.127392+00:00,2144
433,Radicar Solicitud Homologacion,2016-05-17 08:58:55.127392+00:00,2016-05-17 08:58:55.127392+00:00,2150
429,Validar solicitud,2016-05-17 09:50:49.904161+00:00,2016-05-17 09:50:49.904161+00:00,7320
431,Validar solicitud,2016-05-17 11:02:21.806106+00:00,2016-05-17 11:02:21.806106+00:00,10923
412,Evaluacion curso,2016-05-17 12:42:23.649674+00:00,2016-05-17 14:27:29.359690+00:00,22438
424,Evaluacion curso,2016-05-17 14:09:16.988338+00:00,2016-05-17 14:09:16.988338+00:00,4067
423,Validar solicitud / pre-homologacion,2016-05-17 16:46:23.325669+00:00,2016-05-18 13:10:57.857036+00:00,19019
402,Revisar curso,2016-05-17 18:43:56.145218+00:00,2016-05-17 20:00:20.803466+00:00,943
406,Homologacion por grupo de cursos,2016-05-17 21:19:43.756837+00:00,2016-05-17 21:19:43.756837+00:00,6799
431,Homologacion por grupo de cursos,2016-05-18 03:12:37.107118+00:00,2016-05-18 13:17:13.084245+00:00,6889
401,Homologacion por grupo de cursos,2016-05-18 07:23:14.568756+00:00,2016-05-18 16:00:00+00:00,6952
427,Revisar curso,2016-05-18 08:10:52.381888+00:00,2016-05-18 08:10:52.381888+00:00,1314
429,Revisar curso,2016-05-18 09:42:39.694589+00:00,2016-05-18 09:42:39.694589+00:00,22475
420,Validacion final,2016-05-18 14:44:58.582983+00:00,2016-05-18 22:06:44.148188+00:00,677
434,Validar solicitud,2016-05-18 15:50:14.189486+00:00,2016-05-18 16:01:26.314012+00:00,1707
401,Evaluacion curso,2016-05-18 16:00:00.001760+00:00,2016-05-18 16:00:00.001760+00:00,6958
435,Traer informacion estudiante - banner,2016-05-18 20:25:35.731044+00:00,2016-05-18 20:25:35.731044+00:00,22529
435,Radicar Solicitud Homologacion,2016-05-18 20:25:38.731044+00:00,2016-05-18 20:25:38.731044+00:00,22543
435,Validar solicitud,2016-05-18 20:32:46.678944+00:00,2016-05-18 20:32:46.678944+00:00,2292
435,Homologacion por grupo de cursos,2016-05-18 20:35:06.714204+00:00,2016-05-18 21:10:07+00:00,6954
436,Traer informacion estudiante - banner,2016-05-18 20:48:44.599764+00:00,2016-05-18 20:48:44.599764+00:00,22736
436,Radicar Solicitud Homologacion,2016-05-18 20:48:47.599764+00:00,2016-05-18 20:48:47.599764+00:00,2274
435,Evaluacion curso,2016-05-18 21:10:07.277293+00:00,2016-05-18 21:37:58.892352+00:00,6979
437,Validar solicitud,2016-05-18 21:36:57.910041+00:00,2016-05-18 21:52:00.626450+00:00,22404
420,Visto Bueno Cierre Proceso,2016-05-18 22:11:26.073728+00:00,2016-05-18 22:11:26.073728+00:00,26767
438,Traer informacion estudiante - banner,2016-05-18 23:14:52.233751+00:00,2016-05-18 23:14:52.233751+00:00,23530
438,Radicar Solicitud Homologacion,2016-05-18 23:14:55.233751+00:00,2016-05-18 23:14:55.233751+00:00,23934
439,Traer informacion estudiante - banner,2016-05-18 23:26:17.925100+00:00,2016-05-18 23:26:17.925100+00:00,23978
439,Radicar Solicitud Homologacion,2016-05-18 23:26:20.925100+00:00,2016-05-18 23:26:37.925100+00:00,24517
439,Validar solicitud,2016-05-18 23:26:38.014029+00:00,2016-05-18 23:26:38.620792+00:00,241
427,Notificacion estudiante cancelacion soli,2016-05-19 01:22:02.095032+00:00,2016-05-19 01:22:02.095032+00:00,6437
440,Validar solicitud,2016-05-19 04:03:14.445209+00:00,2016-05-19 12:10:01.591963+00:00,18929
441,Traer informacion estudiante - banner,2016-05-19 04:25:11.076343+00:00,2016-05-19 04:25:11.076343+00:00,24519
441,Radicar Solicitud Homologacion,2016-05-19 04:25:14.076343+00:00,2016-05-19 04:25:14.076343+00:00,2453
442,Traer informacion estudiante - banner,2016-05-19 04:31:58.659356+00:00,2016-05-19 04:31:58.659356+00:00,26147
442,Radicar Solicitud Homologacion,2016-05-19 04:32:01.659356+00:00,2016-05-19 04:32:01.659356+00:00,26248
442,Validar solicitud,2016-05-19 04:32:04.742579+00:00,2016-05-19 04:32:04.742579+00:00,294
412,Validacion final,2016-05-19 05:15:32.034072+00:00,2016-05-19 05:15:32.034072+00:00,659
412,Visto Bueno Cierre Proceso,2016-05-19 08:56:33.212332+00:00,2016-05-19 12:07:25+00:00,6971
443,Traer informacion estudiante - banner,2016-05-19 10:20:12.079928+00:00,2016-05-19 10:20:12.079928+00:00,26298
443,Radicar Solicitud Homologacion,2016-05-19 10:20:15.079928+00:00,2016-05-19 10:20:15.079928+00:00,26348
409,Notificacion estudiante cancelacion soli,2016-05-19 13:16:03.360836+00:00,2016-05-19 13:16:03.360836+00:00,7071
444,Traer informacion estudiante - banner,2016-05-19 15:16:16.455222+00:00,2016-05-19 15:16:16.455222+00:00,2649
444,Radicar Solicitud Homologacion,2016-05-19 15:16:19.455222+00:00,2016-05-19 16:00:00.000001+00:00,26759
444,Validar solicitud,2016-05-19 16:00:00.004361+00:00,2016-05-19 16:00:26.352614+00:00,387
444,Homologacion por grupo de cursos,2016-05-19 16:07:38.655332+00:00,2016-05-19 16:07:38.655332+00:00,6990
444,Evaluacion curso,2016-05-19 16:07:38.655332+00:00,2016-05-19 16:22:42.386421+00:00,6985
410,Notificacion estudiante cancelacion soli,2016-05-19 16:20:13.942497+00:00,2016-05-19 16:20:13.942497+00:00,7682
419,Homologacion por grupo de cursos,2016-05-19 17:42:26.977607+00:00,2016-05-19 17:42:26.977607+00:00,6995
418,Notificacion estudiante cancelacion soli,2016-05-19 19:10:50.974503+00:00,2016-05-19 19:10:50.974503+00:00,7736
430,Revisar curso,2016-05-19 23:56:31.768799+00:00,2016-05-19 23:56:31.768799+00:00,448
430,Homologacion por grupo de cursos,2016-05-20 01:04:23.179536+00:00,2016-05-20 13:08:55.964168+00:00,7304
436,Notificacion estudiante cancelacion soli,2016-05-20 03:53:18.717220+00:00,2016-05-20 03:53:18.717220+00:00,7775
411,Notificacion estudiante cancelacion soli,2016-05-20 07:53:17.753035+00:00,2016-05-20 07:53:17.753035+00:00,7836
445,Traer informacion estudiante - banner,2016-05-20 08:00:00+00:00,2016-05-20 08:00:00+00:00,26780
445,Radicar Solicitud Homologacion,2016-05-20 08:00:03+00:00,2016-05-20 13:00:07+00:00,2804
446,Traer informacion estudiante - banner,2016-05-20 08:01:21.672169+00:00,2016-05-20 08:01:21.672169+00:00,2834
446,Radicar Solicitud Homologacion,2016-05-20 08:01:24.672169+00:00,2016-05-20 08:01:24.672169+00:00,2925
441,Validar solicitud,2016-05-20 08:14:09.181583+00:00,2016-05-20 08:14:09.181583+00:00,669
447,Traer informacion estudiante - banner,2016-05-20 09:59:09.867716+00:00,2016-05-20 09:59:09.867716+00:00,3019
447,Radicar Solicitud Homologacion,2016-05-20 09:59:12.867716+00:00,2016-05-20 09:59:12.867716+00:00,305
447,Cancelar Solicitud,2016-05-20 10:00:31.813407+00:00,2016-05-20 10:00:31.813407+00:00,8064
448,Traer informacion estudiante - banner,2016-05-20 10:11:12.055522+00:00,2016-05-20 10:11:12.055522+00:00,3057
448,Radicar Solicitud Homologacion,2016-05-20 10:11:15.055522+00:00,2016-05-20 13:00:19+00:00,3296
449,Traer informacion estudiante - banner,2016-05-20 10:51:50.621542+00:00,2016-05-20 10:51:50.621542+00:00,3409
449,Radicar Solicitud Homologacion,2016-05-20 10:51:53.621542+00:00,2016-05-20 13:00:04+00:00,3421
446,Cancelar Solicitud,2016-05-20 11:03:40.034842+00:00,2016-05-20 11:03:40.034842+00:00,8112
430,Evaluacion curso,2016-05-20 13:08:55.964168+00:00,2016-05-20 13:08:55.964168+00:00,7088
441,Revisar curso,2016-05-20 16:04:33.572954+00:00,2016-05-20 16:04:33.572954+00:00,6694
438,Homologacion por grupo de cursos,2016-05-20 21:10:57.063184+00:00,2016-05-22 19:07:52.063184+00:00,7311
428,Notificacion estudiante cancelacion soli,2016-05-20 23:12:49.294911+00:00,2016-05-20 23:12:49.294911+00:00,8121
450,Traer informacion estudiante - banner,2016-05-21 01:41:11.299148+00:00,2016-05-21 01:41:11.299148+00:00,3502
450,Radicar Solicitud Homologacion,2016-05-21 01:41:14.299148+00:00,2016-05-22 19:00:04.647908+00:00,3656
443,Validar solicitud,2016-05-21 03:47:30.040569+00:00,2016-05-22 19:04:25.635887+00:00,49
402,Notificacion estudiante cancelacion soli,2016-05-21 09:48:08.420376+00:00,2016-05-21 09:48:08.420376+00:00,8213
451,Traer informacion estudiante - banner,2016-05-21 10:01:05.781566+00:00,2016-05-21 10:01:05.781566+00:00,3703
451,Radicar Solicitud Homologacion,2016-05-21 10:01:08.781566+00:00,2016-05-21 10:01:08.781566+00:00,3729
424,Validacion final,2016-05-21 11:33:07.933353+00:00,2016-05-22 19:00:04+00:00,7080
451,Homologacion por grupo de cursos,2016-05-21 12:14:47.047316+00:00,2016-05-21 12:14:47.047316+00:00,7316
451,Evaluacion curso,2016-05-21 12:14:47.139428+00:00,2016-05-22 19:02:44.446947+00:00,7299
446,Revisar curso,2016-05-21 15:07:04.596036+00:00,2016-05-21 15:07:04.596036+00:00,5802
452,Traer informacion estudiante - banner,2016-05-21 18:00:01.129733+00:00,2016-05-21 18:00:01.129733+00:00,3917
452,Radicar Solicitud Homologacion,2016-05-21 18:00:04.129733+00:00,2016-05-21 18:00:04.129733+00:00,397
452,Cancelar Solicitud,2016-05-21 18:10:44.635685+00:00,2016-05-22 19:03:02.831609+00:00,8443
454,Traer informacion estudiante - banner,2016-05-21 18:14:32.297932+00:00,2016-05-21 18:14:32.297932+00:00,4126
454,Radicar Solicitud Homologacion,2016-05-21 18:14:35.297932+00:00,2016-05-21 18:14:35.297932+00:00,4130
454,Validar solicitud,2016-05-21 18:14:37.495069+00:00,2016-05-21 18:14:37.495069+00:00,695
453,Traer informacion estudiante - banner,2016-05-21 19:03:46.564151+00:00,2016-05-21 19:03:46.564151+00:00,4148
453,Radicar Solicitud Homologacion,2016-05-21 19:03:49.564151+00:00,2016-05-21 19:03:49.564151+00:00,4457
454,Homologacion por grupo de cursos,2016-05-21 22:43:55.991443+00:00,2016-05-23 16:18:14+00:00,7323
437,Revisar curso,2016-05-21 23:17:44.869756+00:00,2016-05-21 23:17:44.869756+00:00,410
455,Traer informacion estudiante - banner,2016-05-22 11:00:00.000075+00:00,2016-05-22 11:00:00.000075+00:00,4701
455,Radicar Solicitud Homologacion,2016-05-22 11:00:03.000075+00:00,2016-05-22 19:00:05.282264+00:00,4708
449,Validar solicitud,2016-05-22 12:02:21.603119+00:00,2016-05-22 12:02:21.603119+00:00,7019
437,Homologacion por grupo de cursos,2016-05-22 12:56:03.864122+00:00,2016-05-23 16:00:00.000001+00:00,7324
456,Traer informacion estudiante - banner,2016-05-22 15:00:00.000595+00:00,2016-05-22 15:00:00.000595+00:00,4765
456,Radicar Solicitud Homologacion,2016-05-22 15:00:03.000595+00:00,2016-05-22 19:26:03.526025+00:00,4834
457,Traer informacion estudiante - banner,2016-05-22 15:23:18.032874+00:00,2016-05-22 15:23:18.032874+00:00,4867
457,Radicar Solicitud Homologacion,2016-05-22 15:23:21.032874+00:00,2016-05-22 15:23:21.032874+00:00,4905
457,Validar solicitud,2016-05-22 15:23:27.345886+00:00,2016-05-22 19:39:41.176600+00:00,716
446,Homologacion por grupo de cursos,2016-05-22 17:52:17.944520+00:00,2016-05-22 19:54:37.489612+00:00,7331
458,Traer informacion estudiante - banner,2016-05-22 18:53:30.394020+00:00,2016-05-22 18:53:30.394020+00:00,4912
458,Radicar Solicitud Homologacion,2016-05-22 18:53:33.394020+00:00,2016-05-22 18:53:33.394020+00:00,4918
458,Validar solicitud,2016-05-22 18:54:39.798945+00:00,2016-05-22 18:54:39.798945+00:00,9184
424,Visto Bueno Cierre Proceso,2016-05-22 19:02:53.589457+00:00,2016-05-22 19:03:42.622998+00:00,7314
459,Traer informacion estudiante - banner,2016-05-22 19:03:29.970550+00:00,2016-05-22 19:03:29.970550+00:00,4924
459,Radicar Solicitud Homologacion,2016-05-22 19:03:32.970550+00:00,2016-05-22 19:28:49.970550+00:00,5064
438,Evaluacion curso,2016-05-22 19:25:08.207741+00:00,2016-05-22 19:25:08.207741+00:00,7369
456,Validar solicitud,2016-05-22 19:30:21.104564+00:00,2016-05-22 19:49:25.510394+00:00,6767
459,Validar solicitud,2016-05-22 19:32:46.866278+00:00,2016-05-22 19:59:13.000953+00:00,7297
460,Traer informacion estudiante - banner,2016-05-23 11:05:03.109870+00:00,2016-05-23 11:05:03.109870+00:00,5151
460,Radicar Solicitud Homologacion,2016-05-23 11:05:06.109870+00:00,2016-05-23 11:05:06.109870+00:00,5183
460,Cancelar Solicitud,2016-05-23 11:06:47.269930+00:00,2016-05-23 16:00:01+00:00,8455
451,Validar solicitud / pre-homologacion,2016-05-23 11:22:56.785983+00:00,2016-05-23 15:00:00.070890+00:00,22475
438,Validar solicitud / pre-homologacion,2016-05-23 11:26:11.330794+00:00,2016-05-23 11:27:55.063348+00:00,19019
437,Evaluacion curso,2016-05-23 16:00:00.239915+00:00,2016-05-23 16:00:00.239915+00:00,7763
461,Traer informacion estudiante - banner,2016-05-23 16:34:44.323171+00:00,2016-05-23 16:34:44.323171+00:00,5189
461,Radicar Solicitud Homologacion,2016-05-23 16:34:47.323171+00:00,2016-05-23 16:34:47.323171+00:00,5221
461,Cancelar Solicitud,2016-05-23 16:40:34.331225+00:00,2016-05-23 16:40:45.331225+00:00,8528
462,Traer informacion estudiante - banner,2016-05-23 17:46:48.041063+00:00,2016-05-23 17:46:48.041063+00:00,5275
462,Radicar Solicitud Homologacion,2016-05-23 17:46:51.041063+00:00,2016-05-23 17:46:51.041063+00:00,528
462,Cancelar Solicitud,2016-05-23 17:46:51.041410+00:00,2016-05-23 18:08:38+00:00,8819
461,Notificacion estudiante cancelacion soli,2016-05-24 03:46:48.642316+00:00,2016-05-24 03:46:48.642316+00:00,8916
463,Traer informacion estudiante - banner,2016-05-24 08:00:00.000093+00:00,2016-05-24 08:00:00.000093+00:00,5290
463,Radicar Solicitud Homologacion,2016-05-24 08:00:03.000093+00:00,2016-05-24 08:00:03.000093+00:00,5292
464,Traer informacion estudiante - banner,2016-05-24 08:02:49.892685+00:00,2016-05-24 08:02:49.892685+00:00,5330
464,Radicar Solicitud Homologacion,2016-05-24 08:02:52.892685+00:00,2016-05-24 11:00:18.509785+00:00,5396
458,Revisar curso,2016-05-24 08:16:19.037117+00:00,2016-05-24 08:16:19.037117+00:00,920
465,Traer informacion estudiante - banner,2016-05-24 08:31:43.477577+00:00,2016-05-24 08:31:43.477577+00:00,5488
465,Radicar Solicitud Homologacion,2016-05-24 08:31:46.477577+00:00,2016-05-24 08:31:46.477577+00:00,5571
463,Cancelar Solicitud,2016-05-24 08:43:50.941342+00:00,2016-05-24 11:00:28+00:00,9437
