case_id,resource,role,activity,FixedCost,ResourceCost,start_time,end_time,enable_time
7,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T09:30:16.941,2025-01-01T09:52:57.070,2025-01-01T08:46:36.043
9,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T09:30:14.642,2025-01-01T09:55:29.645,2025-01-01T09:29:53.907
12,Clerk-000005,Clerk,Check application form completeness,0.0,0.36,2025-01-01T09:36:55.441,2025-01-01T09:58:34.405,2025-01-01T09:36:55.441
9,Clerk-000004,Clerk,Check credit history,0.0,0.48,2025-01-01T09:29:53.907,2025-01-01T09:58:44.822,2025-01-01T09:29:53.907
11,Clerk-000003,Clerk,Check application form completeness,0.0,0.64,2025-01-01T09:27:34.831,2025-01-01T10:06:02.412,2025-01-01T09:27:34.831
10,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T09:46:07.621,2025-01-01T10:15:27.161,2025-01-01T09:44:39.863
10,Clerk-000007,Clerk,Check credit history,0.0,0.51,2025-01-01T09:44:39.863,2025-01-01T10:15:27.551,2025-01-01T09:44:39.863
13,Clerk-000006,Clerk,Check application form completeness,0.0,0.51,2025-01-01T09:45:27.400,2025-01-01T10:15:53.382,2025-01-01T09:45:27.400
8,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T09:47:37.032,2025-01-01T10:16:58.279,2025-01-01T09:16:04.178
4,Loan Officer-000006,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T09:30:16.941,2025-01-01T10:18:35.027,2025-01-01T09:30:16.941
9,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T09:52:57.070,2025-01-01T10:22:14.874,2025-01-01T09:29:53.907
12,Clerk-000001,Clerk,Check credit history,0.0,0.42,2025-01-01T09:58:34.405,2025-01-01T10:24:00.861,2025-01-01T09:58:34.405
5,Loan Officer-000005,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T09:26:30.234,2025-01-01T10:26:26.273,2025-01-01T09:26:30.234
7,Loan Officer-000009,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T09:52:57.070,2025-01-01T10:33:37.224,2025-01-01T09:52:57.070
6,Loan Officer-000007,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T09:47:37.032,2025-01-01T10:35:48.147,2025-01-01T09:47:37.032
3,Loan Officer-000008,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T09:50:28.627,2025-01-01T10:36:11.058,2025-01-01T09:50:28.627
14,Clerk-000009,Clerk,Check application form completeness,0.0,0.68,2025-01-01T09:57:27.047,2025-01-01T10:38:28.638,2025-01-01T09:57:27.047
11,Clerk-000002,Clerk,Check credit history,0.0,0.62,2025-01-01T10:06:02.412,2025-01-01T10:43:00.480,2025-01-01T10:06:02.412
14,Clerk-000007,Clerk,Return application back to applicant,0.0,0.14,2025-01-01T10:38:28.638,2025-01-01T10:47:01.631,2025-01-01T10:38:28.638
16,Clerk-000004,Clerk,Check application form completeness,0.0,0.46,2025-01-01T10:25:00.131,2025-01-01T10:52:20.926,2025-01-01T10:25:00.131
12,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T09:58:34.405,2025-01-01T10:52:32.172,2025-01-01T09:58:34.405
11,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T10:22:14.874,2025-01-01T10:55:41.480,2025-01-01T10:06:02.412
13,Clerk-000005,Clerk,Check credit history,0.0,0.68,2025-01-01T10:15:53.382,2025-01-01T10:56:24.060,2025-01-01T10:15:53.382
4,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T10:18:35.027,2025-01-01T10:57:10.919,2025-01-01T10:18:35.027
10,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T10:16:58.279,2025-01-01T10:59:21.802,2025-01-01T09:44:39.863
11,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T10:15:27.161,2025-01-01T10:59:23.394,2025-01-01T10:06:02.412
15,Clerk-000008,Clerk,Check application form completeness,0.0,0.73,2025-01-01T10:15:26.541,2025-01-01T10:59:32.116,2025-01-01T10:15:26.541
7,Clerk-000003,Clerk,Reject application,0.0,0.51,2025-01-01T10:33:37.224,2025-01-01T11:04:27.665,2025-01-01T10:33:37.224
17,Clerk-000006,Clerk,Check application form completeness,0.0,0.43,2025-01-01T10:40:31.596,2025-01-01T11:06:03.547,2025-01-01T10:40:31.596
8,Loan Officer-000010,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T10:16:58.279,2025-01-01T11:07:07.532,2025-01-01T10:16:58.279
16,Clerk-000001,Clerk,Check credit history,0.0,0.3,2025-01-01T10:52:20.926,2025-01-01T11:10:35.678,2025-01-01T10:52:20.926
13,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T10:59:21.802,2025-01-01T11:11:31.665,2025-01-01T10:15:53.382
9,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T10:22:14.874,2025-01-01T11:12:57.444,2025-01-01T10:22:14.874
3,Senior Officer-000002,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T10:36:11.058,2025-01-01T11:13:23.360,2025-01-01T10:36:11.058
5,Senior Officer-000001,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T10:26:26.273,2025-01-01T11:14:11.943,2025-01-01T10:26:26.273
18,Clerk-000009,Clerk,Check application form completeness,0.0,0.42,2025-01-01T10:55:03.705,2025-01-01T11:20:11.020,2025-01-01T10:55:03.705
12,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T10:55:41.480,2025-01-01T11:21:44.102,2025-01-01T09:58:34.405
16,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T10:59:23.394,2025-01-01T11:26:37.284,2025-01-01T10:52:20.926
6,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T10:35:48.147,2025-01-01T11:26:37.760,2025-01-01T10:35:48.147
15,Clerk-000002,Clerk,Check credit history,0.0,0.46,2025-01-01T10:59:32.116,2025-01-01T11:27:24.027,2025-01-01T10:59:32.116
13,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T10:52:32.172,2025-01-01T11:30:08.064,2025-01-01T10:15:53.382
11,Loan Officer-000006,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T10:59:23.394,2025-01-01T11:30:25.635,2025-01-01T10:59:23.394
17,Clerk-000007,Clerk,Check credit history,0.0,0.52,2025-01-01T11:06:03.547,2025-01-01T11:37:27.726,2025-01-01T11:06:03.547
3,Clerk-000005,Clerk,Prepare acceptance pack,0.0,0.55,2025-01-01T11:13:23.360,2025-01-01T11:46:33.719,2025-01-01T11:13:23.360
19,Clerk-000003,Clerk,Check application form completeness,0.0,0.51,2025-01-01T11:17:41.667,2025-01-01T11:48:06.362,2025-01-01T11:17:41.667
3,Clerk-000008,Clerk,Prepare home insurance quote,0.0,0.6,2025-01-01T11:13:23.360,2025-01-01T11:49:23.536,2025-01-01T11:13:23.360
4,Senior Officer-000002,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T11:13:23.360,2025-01-01T11:50:42.245,2025-01-01T10:57:10.919
16,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T11:21:44.102,2025-01-01T11:52:08.991,2025-01-01T10:52:20.926
20,Clerk-000001,Clerk,Check application form completeness,0.0,0.41,2025-01-01T11:27:56.654,2025-01-01T11:52:19.036,2025-01-01T11:27:56.654
15,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T11:11:31.665,2025-01-01T11:52:35.074,2025-01-01T10:59:32.116
9,Clerk-000004,Clerk,Reject application,0.0,0.73,2025-01-01T11:12:57.444,2025-01-01T11:56:45.855,2025-01-01T11:12:57.444
10,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T10:59:21.802,2025-01-01T11:56:58.875,2025-01-01T10:59:21.802
19,Clerk-000002,Clerk,Return application back to applicant,0.0,0.18,2025-01-01T11:48:06.362,2025-01-01T11:58:46.485,2025-01-01T11:48:06.362
18,Clerk-000006,Clerk,Check credit history,0.0,0.67,2025-01-01T11:20:11.020,2025-01-01T12:00:28.999,2025-01-01T11:20:11.020
15,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T11:26:37.284,2025-01-01T12:02:10.147,2025-01-01T10:59:32.116
12,Loan Officer-000007,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T11:21:44.102,2025-01-01T12:07:28.914,2025-01-01T11:21:44.102
21,Clerk-000009,Clerk,Check application form completeness,0.0,0.57,2025-01-01T11:34:30.890,2025-01-01T12:08:40.068,2025-01-01T11:34:30.890
8,Loan Officer-000005,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T11:07:07.532,2025-01-01T12:09:48.203,2025-01-01T11:07:07.532
11,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T11:30:25.635,2025-01-01T12:13:15.731,2025-01-01T11:30:25.635
6,Senior Officer-000001,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T11:26:37.760,2025-01-01T12:13:51.382,2025-01-01T11:26:37.760
20,Clerk-000003,Clerk,Check credit history,0.0,0.36,2025-01-01T11:52:19.036,2025-01-01T12:13:59.332,2025-01-01T11:52:19.036
5,Loan Officer-000009,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T11:14:11.943,2025-01-01T12:14:10.419,2025-01-01T11:14:11.943
13,Loan Officer-000008,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T11:30:08.064,2025-01-01T12:14:28.065,2025-01-01T11:30:08.064
17,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T11:30:08.064,2025-01-01T12:14:41.058,2025-01-01T11:06:03.547
4,Clerk-000007,Clerk,Prepare acceptance pack,0.0,0.48,2025-01-01T11:50:42.245,2025-01-01T12:19:41.457,2025-01-01T11:50:42.245
18,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T11:52:35.074,2025-01-01T12:20:47.022,2025-01-01T11:20:11.020
17,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T11:52:08.991,2025-01-01T12:21:20.536,2025-01-01T11:06:03.547
4,Clerk-000005,Clerk,Prepare home insurance quote,0.0,0.66,2025-01-01T11:50:42.245,2025-01-01T12:30:11.519,2025-01-01T11:50:42.245
18,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T12:02:10.147,2025-01-01T12:32:35.584,2025-01-01T11:20:11.020
10,Loan Officer-000006,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T11:56:58.875,2025-01-01T12:34:57.636,2025-01-01T11:56:58.875
6,Clerk-000006,Clerk,Prepare acceptance pack,0.0,0.37,2025-01-01T12:13:51.382,2025-01-01T12:36:20.951,2025-01-01T12:13:51.382
22,Clerk-000008,Clerk,Check application form completeness,0.0,0.68,2025-01-01T11:56:26.044,2025-01-01T12:36:58.805,2025-01-01T11:56:26.044
23,Clerk-000002,Clerk,Check application form completeness,0.0,0.43,2025-01-01T12:12:57.261,2025-01-01T12:38:33.878,2025-01-01T12:12:57.261
3,Loan Officer-000010,Loan Officer,Approve and send acceptance pack,0.0,0.0,2025-01-01T11:46:33.719,2025-01-01T12:40:19.742,2025-01-01T11:46:33.719
21,Clerk-000004,Clerk,Check credit history,0.0,0.54,2025-01-01T12:08:40.068,2025-01-01T12:41:12.564,2025-01-01T12:08:40.068
21,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T12:21:20.536,2025-01-01T12:41:54.280,2025-01-01T12:08:40.068
20,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T12:20:47.022,2025-01-01T12:45:06.815,2025-01-01T11:52:19.036
15,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T12:02:10.147,2025-01-01T12:46:58.578,2025-01-01T12:02:10.147
12,Clerk-000001,Clerk,Reject application,0.0,0.67,2025-01-01T12:07:28.914,2025-01-01T12:47:57.221,2025-01-01T12:07:28.914
4,Loan Officer-000001,Loan Officer,Approve and post home insurance quote,0.0,0.0,2025-01-01T12:30:11.519,2025-01-01T12:48:46.594,2025-01-01T12:30:11.519
11,Senior Officer-000001,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T12:13:51.382,2025-01-01T12:48:58.683,2025-01-01T12:13:15.731
24,Clerk-000007,Clerk,Check application form completeness,0.0,0.36,2025-01-01T12:31:46.417,2025-01-01T12:53:40.267,2025-01-01T12:31:46.417
6,Clerk-000009,Clerk,Prepare home insurance quote,0.0,0.67,2025-01-01T12:13:51.382,2025-01-01T12:53:57.052,2025-01-01T12:13:51.382
3,Loan Officer-000002,Loan Officer,Approve and post home insurance quote,0.0,0.0,2025-01-01T11:49:23.536,2025-01-01T12:53:59.341,2025-01-01T11:49:23.536
13,Clerk-000003,Clerk,Reject application,0.0,0.68,2025-01-01T12:14:28.065,2025-01-01T12:55:01.363,2025-01-01T12:14:28.065
8,Senior Officer-000002,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T12:09:48.203,2025-01-01T12:55:42.500,2025-01-01T12:09:48.203
22,Clerk-000005,Clerk,Check credit history,0.0,0.32,2025-01-01T12:36:58.805,2025-01-01T12:56:08.892,2025-01-01T12:36:58.805
16,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T11:52:08.991,2025-01-01T13:00:42.597,2025-01-01T11:52:08.991
20,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T12:14:41.058,2025-01-01T13:01:01.653,2025-01-01T11:52:19.036
22,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T12:41:54.280,2025-01-01T13:02:39.891,2025-01-01T12:36:58.805
24,Clerk-000007,Clerk,Return application back to applicant,0.0,0.19,2025-01-01T12:53:40.267,2025-01-01T13:05:10.513,2025-01-01T12:53:40.267
21,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T12:32:35.584,2025-01-01T13:05:36.196,2025-01-01T12:08:40.068
4,Loan Officer-000007,Loan Officer,Approve and send acceptance pack,0.0,0.0,2025-01-01T12:19:41.457,2025-01-01T13:08:54.570,2025-01-01T12:19:41.457
23,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T12:45:06.815,2025-01-01T13:11:58.574,2025-01-01T12:38:33.878
25,Clerk-000008,Clerk,Check application form completeness,0.0,0.47,2025-01-01T12:46:12.823,2025-01-01T13:14:12.318,2025-01-01T12:46:12.823
15,Clerk-000002,Clerk,Reject application,0.0,0.51,2025-01-01T12:46:58.578,2025-01-01T13:17:31.380,2025-01-01T12:46:58.578
11,Clerk-000001,Clerk,Prepare home insurance quote,0.0,0.51,2025-01-01T12:48:58.683,2025-01-01T13:19:17.778,2025-01-01T12:48:58.683
17,Loan Officer-000005,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T12:21:20.536,2025-01-01T13:21:02.210,2025-01-01T12:21:20.536
8,Clerk-000003,Clerk,Prepare acceptance pack,0.0,0.43,2025-01-01T12:55:42.500,2025-01-01T13:21:37.214,2025-01-01T12:55:42.500
8,Clerk-000005,Clerk,Prepare home insurance quote,0.0,0.43,2025-01-01T12:56:08.892,2025-01-01T13:21:38.901,2025-01-01T12:55:42.500
22,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T13:01:01.653,2025-01-01T13:22:32.440,2025-01-01T12:36:58.805
18,Loan Officer-000009,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T12:32:35.584,2025-01-01T13:23:26.383,2025-01-01T12:32:35.584
11,Clerk-000004,Clerk,Prepare acceptance pack,0.0,0.58,2025-01-01T12:48:58.683,2025-01-01T13:23:49.696,2025-01-01T12:48:58.683
23,Clerk-000006,Clerk,Check credit history,0.0,0.82,2025-01-01T12:38:33.878,2025-01-01T13:27:37.686,2025-01-01T12:38:33.878
5,Senior Officer-000001,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T12:48:58.683,2025-01-01T13:27:43.258,2025-01-01T12:14:10.419
25,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T13:14:12.318,2025-01-01T13:29:29.178,2025-01-01T13:14:12.318
10,Senior Officer-000002,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T12:55:42.500,2025-01-01T13:31:42.467,2025-01-01T12:34:57.636
3,Clerk-000009,Clerk,Approve application,0.0,0.66,2025-01-01T12:53:59.341,2025-01-01T13:33:47.175,2025-01-01T12:53:59.341
6,Loan Officer-000008,Loan Officer,Approve and send acceptance pack,0.0,0.0,2025-01-01T12:36:20.951,2025-01-01T13:40:31.076,2025-01-01T12:36:20.951
16,Clerk-000007,Clerk,Reject application,0.0,0.67,2025-01-01T13:05:10.513,2025-01-01T13:45:05.401,2025-01-01T13:00:42.597
23,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T13:05:36.196,2025-01-01T13:45:09.808,2025-01-01T12:38:33.878
4,Clerk-000008,Clerk,Approve application,0.0,0.53,2025-01-01T13:14:12.318,2025-01-01T13:45:51.088,2025-01-01T13:08:54.570
6,Loan Officer-000006,Loan Officer,Approve and post home insurance quote,0.0,0.0,2025-01-01T12:53:57.052,2025-01-01T13:47:37.367,2025-01-01T12:53:57.052
17,Clerk-000003,Clerk,Reject application,0.0,0.46,2025-01-01T13:21:37.214,2025-01-01T13:49:08.923,2025-01-01T13:21:02.210
25,Clerk-000002,Clerk,Check credit history,0.0,0.59,2025-01-01T13:17:31.380,2025-01-01T13:52:37.820,2025-01-01T13:14:12.318
27,Clerk-000005,Clerk,Check application form completeness,0.0,0.52,2025-01-01T13:21:38.901,2025-01-01T13:52:44.472,2025-01-01T13:11:12.970
26,Clerk-000001,Clerk,Check application form completeness,0.0,0.59,2025-01-01T13:19:17.778,2025-01-01T13:54:43.313,2025-01-01T13:02:03.548
21,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T13:05:36.196,2025-01-01T13:54:54.548,2025-01-01T13:05:36.196
25,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T13:22:32.440,2025-01-01T13:55:02.558,2025-01-01T13:14:12.318
20,Loan Officer-000010,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T13:01:01.653,2025-01-01T13:56:07.896,2025-01-01T13:01:01.653
5,Clerk-000004,Clerk,Prepare acceptance pack,0.0,0.54,2025-01-01T13:27:43.258,2025-01-01T14:00:18.603,2025-01-01T13:27:43.258
8,Loan Officer-000004,Loan Officer,Approve and post home insurance quote,0.0,0.0,2025-01-01T13:21:38.901,2025-01-01T14:01:37.013,2025-01-01T13:21:38.901
11,Loan Officer-000009,Loan Officer,Approve and send acceptance pack,0.0,0.0,2025-01-01T13:23:49.696,2025-01-01T14:02:41.565,2025-01-01T13:23:49.696
5,Clerk-000006,Clerk,Prepare home insurance quote,0.0,0.66,2025-01-01T13:27:43.258,2025-01-01T14:07:32.175,2025-01-01T13:27:43.258
11,Loan Officer-000001,Loan Officer,Approve and post home insurance quote,0.0,0.0,2025-01-01T13:19:17.778,2025-01-01T14:10:20.869,2025-01-01T13:19:17.778
27,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T13:52:44.472,2025-01-01T14:12:18.110,2025-01-01T13:52:44.472
10,Clerk-000009,Clerk,Prepare acceptance pack,0.0,0.69,2025-01-01T13:33:47.175,2025-01-01T14:15:22.791,2025-01-01T13:31:42.467
28,Clerk-000008,Clerk,Check application form completeness,0.0,0.5,2025-01-01T13:45:51.088,2025-01-01T14:15:49.902,2025-01-01T13:28:45.950
22,Loan Officer-000007,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T13:22:32.440,2025-01-01T14:16:30.374,2025-01-01T13:22:32.440
6,Clerk-000003,Clerk,Approve application,0.0,0.47,2025-01-01T13:49:08.923,2025-01-01T14:17:06.181,2025-01-01T13:47:37.367
27,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T13:52:44.472,2025-01-01T14:19:46.127,2025-01-01T13:52:44.472
10,Clerk-000007,Clerk,Prepare home insurance quote,0.0,0.61,2025-01-01T13:45:05.401,2025-01-01T14:21:33.770,2025-01-01T13:31:42.467
8,Loan Officer-000002,Loan Officer,Approve and send acceptance pack,0.0,0.0,2025-01-01T13:21:37.214,2025-01-01T14:23:26.304,2025-01-01T13:21:37.214
18,Loan Officer-000005,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T13:23:26.383,2025-01-01T14:23:53.293,2025-01-01T13:23:26.383
26,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T13:55:02.558,2025-01-01T14:26:22.217,2025-01-01T13:54:43.313
27,Clerk-000005,Clerk,Check credit history,0.0,0.6,2025-01-01T13:52:44.472,2025-01-01T14:28:32.857,2025-01-01T13:52:44.472
26,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T13:54:43.313,2025-01-01T14:28:44.164,2025-01-01T13:54:43.313
29,Clerk-000002,Clerk,Check application form completeness,0.0,0.63,2025-01-01T13:52:37.820,2025-01-01T14:30:14.944,2025-01-01T13:42:07.309
23,Loan Officer-000008,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T13:45:09.808,2025-01-01T14:31:35.338,2025-01-01T13:45:09.808
26,Clerk-000001,Clerk,Check credit history,0.0,0.63,2025-01-01T13:54:43.313,2025-01-01T14:32:45.702,2025-01-01T13:54:43.313
25,Loan Officer-000006,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T13:55:02.558,2025-01-01T14:38:54.040,2025-01-01T13:55:02.558
21,Clerk-000004,Clerk,Reject application,0.0,0.66,2025-01-01T14:00:18.603,2025-01-01T14:39:47.950,2025-01-01T13:54:54.548
