case_id,resource,role,activity,FixedCost,ResourceCost,start_time,end_time,enable_time
5,Clerk-000008,Clerk,Check application form completeness,0.0,0.55,2025-01-01T08:03:29.089,2025-01-01T08:36:27.746,2025-01-01T08:03:29.089
4,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T08:24:32.700,2025-01-01T08:40:30.501,2025-01-01T08:24:32.700
2,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T08:12:22.104,2025-01-01T08:41:29.325,2025-01-01T08:12:22.104
4,Clerk-000001,Clerk,Check credit history,0.0,0.46,2025-01-01T08:24:32.700,2025-01-01T08:52:16.918,2025-01-01T08:24:32.700
1,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T07:56:11.914,2025-01-01T08:53:42.824,2025-01-01T07:56:11.914
4,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T08:24:32.700,2025-01-01T08:54:38.249,2025-01-01T08:24:32.700
6,Clerk-000009,Clerk,Check application form completeness,0.0,0.56,2025-01-01T08:21:55.233,2025-01-01T08:55:44.549,2025-01-01T08:21:55.233
5,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T08:36:27.746,2025-01-01T08:59:30.568,2025-01-01T08:36:27.746
7,Clerk-000002,Clerk,Check application form completeness,0.0,0.52,2025-01-01T08:36:22.262,2025-01-01T09:07:19.815,2025-01-01T08:36:22.262
6,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T08:55:44.549,2025-01-01T09:07:54.434,2025-01-01T08:55:44.549
6,Clerk-000006,Clerk,Check credit history,0.0,0.31,2025-01-01T08:55:44.549,2025-01-01T09:14:27.742,2025-01-01T08:55:44.549
5,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T08:36:27.746,2025-01-01T09:15:21.690,2025-01-01T08:36:27.746
8,Clerk-000005,Clerk,Check application form completeness,0.0,0.47,2025-01-01T08:47:47.494,2025-01-01T09:15:55.279,2025-01-01T08:47:47.494
3,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T08:35:46.964,2025-01-01T09:16:55.032,2025-01-01T08:35:46.964
5,Clerk-000003,Clerk,Check credit history,0.0,0.68,2025-01-01T08:36:27.746,2025-01-01T09:17:24.832,2025-01-01T08:36:27.746
2,Clerk-000004,Clerk,Reject application,0.0,0.62,2025-01-01T08:41:29.325,2025-01-01T09:18:57.126,2025-01-01T08:41:29.325
7,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T09:07:19.815,2025-01-01T09:21:40.446,2025-01-01T09:07:19.815
7,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T09:07:54.434,2025-01-01T09:32:52.534,2025-01-01T09:07:19.815
8,Clerk-000001,Clerk,Check credit history,0.0,0.3,2025-01-01T09:15:55.279,2025-01-01T09:33:58.016,2025-01-01T09:15:55.279
6,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T08:55:44.549,2025-01-01T09:38:54.952,2025-01-01T08:55:44.549
4,Loan Officer-000005,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T08:54:38.249,2025-01-01T09:39:32.531,2025-01-01T08:54:38.249
9,Clerk-000008,Clerk,Check application form completeness,0.0,0.5,2025-01-01T09:10:37.210,2025-01-01T09:40:46.547,2025-01-01T09:10:37.210
8,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T09:21:40.446,2025-01-01T09:43:15.187,2025-01-01T09:15:55.279
10,Clerk-000009,Clerk,Check application form completeness,0.0,0.43,2025-01-01T09:23:14.155,2025-01-01T09:48:47.605,2025-01-01T09:23:14.155
1,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T08:53:42.824,2025-01-01T09:50:30.748,2025-01-01T08:53:42.824
7,Clerk-000007,Clerk,Check credit history,0.0,0.72,2025-01-01T09:07:19.815,2025-01-01T09:50:36.823,2025-01-01T09:07:19.815
8,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T09:15:55.279,2025-01-01T09:52:19.363,2025-01-01T09:15:55.279
5,Loan Officer-000007,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T09:17:24.832,2025-01-01T10:03:37.108,2025-01-01T09:17:24.832
3,Loan Officer-000006,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T09:16:55.032,2025-01-01T10:04:55.524,2025-01-01T09:16:55.032
10,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T09:48:47.605,2025-01-01T10:07:59.441,2025-01-01T09:48:47.605
11,Clerk-000002,Clerk,Check application form completeness,0.0,0.5,2025-01-01T09:38:33.040,2025-01-01T10:08:23.733,2025-01-01T09:38:33.040
9,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T09:40:46.547,2025-01-01T10:18:01.732,2025-01-01T09:40:46.547
9,Clerk-000006,Clerk,Check credit history,0.0,0.63,2025-01-01T09:40:46.547,2025-01-01T10:18:29.284,2025-01-01T09:40:46.547
9,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T09:40:46.547,2025-01-01T10:19:02.941,2025-01-01T09:40:46.547
4,Loan Officer-000009,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T09:39:32.531,2025-01-01T10:29:12.107,2025-01-01T09:39:32.531
1,Senior Officer-000001,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T09:50:30.748,2025-01-01T10:29:58.864,2025-01-01T09:50:30.748
12,Clerk-000003,Clerk,Check application form completeness,0.0,0.64,2025-01-01T09:51:24.942,2025-01-01T10:30:03.296,2025-01-01T09:51:24.942
10,Clerk-000005,Clerk,Check credit history,0.0,0.71,2025-01-01T09:48:47.605,2025-01-01T10:31:31.059,2025-01-01T09:48:47.605
10,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T09:52:19.363,2025-01-01T10:35:33.190,2025-01-01T09:48:47.605
5,Clerk-000004,Clerk,Reject application,0.0,0.55,2025-01-01T10:03:37.108,2025-01-01T10:36:34.631,2025-01-01T10:03:37.108
11,Clerk-000001,Clerk,Check credit history,0.0,0.48,2025-01-01T10:08:23.733,2025-01-01T10:36:54.397,2025-01-01T10:08:23.733
7,Loan Officer-000010,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T09:50:36.823,2025-01-01T10:42:28.494,2025-01-01T09:50:36.823
11,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T10:08:23.733,2025-01-01T10:42:39.904,2025-01-01T10:08:23.733
6,Loan Officer-000008,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T09:38:54.952,2025-01-01T10:42:57.794,2025-01-01T09:38:54.952
13,Clerk-000008,Clerk,Check application form completeness,0.0,0.6,2025-01-01T10:12:35.860,2025-01-01T10:48:41.012,2025-01-01T10:12:35.860
8,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T09:52:19.363,2025-01-01T10:53:40.450,2025-01-01T09:52:19.363
3,Senior Officer-000002,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T10:04:55.524,2025-01-01T10:54:23.200,2025-01-01T10:04:55.524
14,Clerk-000009,Clerk,Check application form completeness,0.0,0.49,2025-01-01T10:26:35.329,2025-01-01T10:56:01.118,2025-01-01T10:26:35.329
1,Clerk-000007,Clerk,Prepare acceptance pack,0.0,0.46,2025-01-01T10:29:58.864,2025-01-01T10:57:24.579,2025-01-01T10:29:58.864
12,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T10:35:33.190,2025-01-01T10:58:07.037,2025-01-01T10:30:03.296
12,Clerk-000006,Clerk,Check credit history,0.0,0.47,2025-01-01T10:30:03.296,2025-01-01T10:58:10.432,2025-01-01T10:30:03.296
11,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T10:19:02.941,2025-01-01T11:01:52.297,2025-01-01T10:08:23.733
13,Clerk-000001,Clerk,Return application back to applicant,0.0,0.24,2025-01-01T10:48:41.012,2025-01-01T11:02:56.969,2025-01-01T10:48:41.012
9,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T10:19:02.941,2025-01-01T11:05:04.568,2025-01-01T10:19:02.941
12,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T10:30:03.296,2025-01-01T11:12:13.364,2025-01-01T10:30:03.296
4,Senior Officer-000001,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T10:29:58.864,2025-01-01T11:12:46.008,2025-01-01T10:29:12.107
1,Clerk-000002,Clerk,Prepare home insurance quote,0.0,0.73,2025-01-01T10:29:58.864,2025-01-01T11:13:40.344,2025-01-01T10:29:58.864
15,Clerk-000003,Clerk,Check application form completeness,0.0,0.61,2025-01-01T10:40:15.529,2025-01-01T11:16:43.050,2025-01-01T10:40:15.529
14,Clerk-000007,Clerk,Check credit history,0.0,0.38,2025-01-01T10:57:24.579,2025-01-01T11:20:22.754,2025-01-01T10:56:01.118
7,Clerk-000005,Clerk,Reject application,0.0,0.66,2025-01-01T10:42:28.494,2025-01-01T11:22:07.364,2025-01-01T10:42:28.494
14,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T10:58:07.037,2025-01-01T11:23:15.136,2025-01-01T10:56:01.118
16,Clerk-000004,Clerk,Check application form completeness,0.0,0.59,2025-01-01T10:48:39.312,2025-01-01T11:24:17.533,2025-01-01T10:48:39.312
6,Loan Officer-000005,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T10:42:57.794,2025-01-01T11:25:58.457,2025-01-01T10:42:57.794
3,Clerk-000009,Clerk,Prepare home insurance quote,0.0,0.53,2025-01-01T10:56:01.118,2025-01-01T11:27:44.964,2025-01-01T10:54:23.200
14,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T10:56:01.118,2025-01-01T11:30:39.985,2025-01-01T10:56:01.118
3,Clerk-000008,Clerk,Prepare acceptance pack,0.0,0.62,2025-01-01T10:54:23.200,2025-01-01T11:31:34.335,2025-01-01T10:54:23.200
17,Clerk-000006,Clerk,Check application form completeness,0.0,0.51,2025-01-01T11:04:42.391,2025-01-01T11:35:10.071,2025-01-01T11:04:42.391
1,Loan Officer-000007,Loan Officer,Approve and send acceptance pack,0.0,0.0,2025-01-01T10:57:24.579,2025-01-01T11:37:46.600,2025-01-01T10:57:24.579
10,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T10:35:33.190,2025-01-01T11:39:04.523,2025-01-01T10:35:33.190
9,Clerk-000001,Clerk,Reject application,0.0,0.63,2025-01-01T11:05:04.568,2025-01-01T11:42:52.221,2025-01-01T11:05:04.568
4,Clerk-000002,Clerk,Prepare acceptance pack,0.0,0.53,2025-01-01T11:13:40.344,2025-01-01T11:45:20.412,2025-01-01T11:12:46.008
11,Loan Officer-000006,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T11:01:52.297,2025-01-01T11:49:17.246,2025-01-01T11:01:52.297
4,Clerk-000003,Clerk,Prepare home insurance quote,0.0,0.55,2025-01-01T11:16:43.050,2025-01-01T11:49:35.031,2025-01-01T11:12:46.008
15,Clerk-000007,Clerk,Check credit history,0.0,0.5,2025-01-01T11:20:22.754,2025-01-01T11:50:19.790,2025-01-01T11:16:43.050
15,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T11:16:43.050,2025-01-01T11:52:51.607,2025-01-01T11:16:43.050
8,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T10:53:40.450,2025-01-01T11:53:18.230,2025-01-01T10:53:40.450
18,Clerk-000005,Clerk,Check application form completeness,0.0,0.52,2025-01-01T11:22:21.443,2025-01-01T11:53:50.388,2025-01-01T11:22:21.443
16,Clerk-000004,Clerk,Check credit history,0.0,0.55,2025-01-01T11:24:17.533,2025-01-01T11:57:26.097,2025-01-01T11:24:17.533
15,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T11:16:43.050,2025-01-01T11:57:58.566,2025-01-01T11:16:43.050
12,Loan Officer-000009,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T11:12:13.364,2025-01-01T11:58:13.697,2025-01-01T11:12:13.364
6,Senior Officer-000002,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T11:25:58.457,2025-01-01T12:04:20.484,2025-01-01T11:25:58.457
16,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T11:24:17.533,2025-01-01T12:04:47.647,2025-01-01T11:24:17.533
16,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T11:30:39.985,2025-01-01T12:10:40.731,2025-01-01T11:24:17.533
1,Loan Officer-000010,Loan Officer,Approve and post home insurance quote,0.0,0.0,2025-01-01T11:13:40.344,2025-01-01T12:11:09.331,2025-01-01T11:13:40.344
3,Loan Officer-000008,Loan Officer,Approve and post home insurance quote,0.0,0.0,2025-01-01T11:27:44.964,2025-01-01T12:11:21.125,2025-01-01T11:27:44.964
19,Clerk-000008,Clerk,Check application form completeness,0.0,0.47,2025-01-01T11:43:57.583,2025-01-01T12:12:17.216,2025-01-01T11:43:57.583
14,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T11:30:39.985,2025-01-01T12:12:34.831,2025-01-01T11:30:39.985
17,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T11:52:51.607,2025-01-01T12:12:42.040,2025-01-01T11:35:10.071
4,Loan Officer-000007,Loan Officer,Approve and send acceptance pack,0.0,0.0,2025-01-01T11:45:20.412,2025-01-01T12:12:59.710,2025-01-01T11:45:20.412
18,Clerk-000006,Clerk,Check credit history,0.0,0.37,2025-01-01T11:53:50.388,2025-01-01T12:15:51.730,2025-01-01T11:53:50.388
17,Clerk-000009,Clerk,Check credit history,0.0,0.72,2025-01-01T11:35:10.071,2025-01-01T12:18:29.954,2025-01-01T11:35:10.071
3,Loan Officer-000001,Loan Officer,Approve and send acceptance pack,0.0,0.0,2025-01-01T11:31:34.335,2025-01-01T12:19:51.946,2025-01-01T11:31:34.335
3,Senior Officer-000002,Senior Officer,Consider re-design loan offer,0.0,0.0,2025-01-01T12:19:51.946,2025-01-01T12:20:26.821,2025-01-01T12:19:51.946
20,Clerk-000001,Clerk,Check application form completeness,0.0,0.49,2025-01-01T11:56:32.134,2025-01-01T12:25:39.845,2025-01-01T11:56:32.134
11,Loan Officer-000003,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T11:49:17.246,2025-01-01T12:30:49.338,2025-01-01T11:49:17.246
6,Clerk-000002,Clerk,Prepare acceptance pack,0.0,0.48,2025-01-01T12:04:20.484,2025-01-01T12:32:59.172,2025-01-01T12:04:20.484
8,Senior Officer-000001,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T11:53:18.230,2025-01-01T12:35:27.413,2025-01-01T11:53:18.230
15,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T11:57:58.566,2025-01-01T12:35:46.996,2025-01-01T11:57:58.566
21,Clerk-000008,Clerk,Check application form completeness,0.0,0.41,2025-01-01T12:13:40.492,2025-01-01T12:38:30.590,2025-01-01T12:13:40.492
4,Loan Officer-000006,Loan Officer,Approve and post home insurance quote,0.0,0.0,2025-01-01T11:49:35.031,2025-01-01T12:38:38.283,2025-01-01T11:49:35.031
4,Senior Officer-000001,Senior Officer,Consider re-design loan offer,0.0,0.0,2025-01-01T12:38:38.283,2025-01-01T12:39:02.740,2025-01-01T12:38:38.283
16,Loan Officer-000010,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T12:11:09.331,2025-01-01T12:39:14.829,2025-01-01T12:10:40.731
19,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T12:12:42.040,2025-01-01T12:40:20.676,2025-01-01T12:12:17.216
22,Clerk-000006,Clerk,Check application form completeness,0.0,0.32,2025-01-01T12:21:16.004,2025-01-01T12:40:23.350,2025-01-01T12:21:16.004
18,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T12:04:47.647,2025-01-01T12:40:39.737,2025-01-01T11:53:50.388
1,Clerk-000007,Clerk,Approve application,0.0,0.5,2025-01-01T12:11:09.331,2025-01-01T12:41:04.246,2025-01-01T12:11:09.331
10,Loan Officer-000005,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T11:39:04.523,2025-01-01T12:41:58.142,2025-01-01T11:39:04.523
6,Clerk-000003,Clerk,Prepare home insurance quote,0.0,0.63,2025-01-01T12:04:20.484,2025-01-01T12:42:08.601,2025-01-01T12:04:20.484
19,Clerk-000005,Clerk,Check credit history,0.0,0.52,2025-01-01T12:12:17.216,2025-01-01T12:43:14.899,2025-01-01T12:12:17.216
12,Loan Officer-000009,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T11:58:13.697,2025-01-01T12:43:49.362,2025-01-01T11:58:13.697
17,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T11:57:58.566,2025-01-01T12:44:36.169,2025-01-01T11:35:10.071
14,Clerk-000004,Clerk,Reject application,0.0,0.58,2025-01-01T12:12:34.831,2025-01-01T12:47:32.939,2025-01-01T12:12:34.831
18,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T12:10:40.731,2025-01-01T12:50:26.819,2025-01-01T11:53:50.388
3,Loan Officer-000008,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T12:20:26.821,2025-01-01T12:52:19.043,2025-01-01T12:20:26.821
19,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T12:44:36.169,2025-01-01T12:54:23.759,2025-01-01T12:12:17.216
20,Clerk-000009,Clerk,Check credit history,0.0,0.63,2025-01-01T12:25:39.845,2025-01-01T13:03:12.255,2025-01-01T12:25:39.845
16,Clerk-000006,Clerk,Reject application,0.0,0.41,2025-01-01T12:40:23.350,2025-01-01T13:04:51.914,2025-01-01T12:39:14.829
23,Clerk-000008,Clerk,Check application form completeness,0.0,0.45,2025-01-01T12:38:30.590,2025-01-01T13:05:34.532,2025-01-01T12:37:05.101
11,Senior Officer-000002,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T12:30:49.338,2025-01-01T13:06:46.538,2025-01-01T12:30:49.338
8,Clerk-000002,Clerk,Prepare home insurance quote,0.0,0.57,2025-01-01T12:35:27.413,2025-01-01T13:09:37.250,2025-01-01T12:35:27.413
8,Clerk-000001,Clerk,Prepare acceptance pack,0.0,0.71,2025-01-01T12:35:27.413,2025-01-01T13:18:06.166,2025-01-01T12:35:27.413
22,Clerk-000003,Clerk,Check credit history,0.0,0.63,2025-01-01T12:42:08.601,2025-01-01T13:20:08.371,2025-01-01T12:40:23.350
24,Clerk-000005,Clerk,Check application form completeness,0.0,0.56,2025-01-01T12:48:42.047,2025-01-01T13:22:23.010,2025-01-01T12:48:42.047
17,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T12:44:36.169,2025-01-01T13:22:29.419,2025-01-01T12:44:36.169
6,Loan Officer-000003,Loan Officer,Approve and post home insurance quote,0.0,0.0,2025-01-01T12:42:08.601,2025-01-01T13:23:56.840,2025-01-01T12:42:08.601
6,Loan Officer-000002,Loan Officer,Approve and send acceptance pack,0.0,0.0,2025-01-01T12:32:59.172,2025-01-01T13:23:57.218,2025-01-01T12:32:59.172
15,Loan Officer-000007,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T12:35:46.996,2025-01-01T13:24:54.388,2025-01-01T12:35:46.996
4,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T12:39:02.740,2025-01-01T13:25:10.272,2025-01-01T12:39:02.740
21,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T12:54:23.759,2025-01-01T13:25:25.831,2025-01-01T12:38:30.590
21,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T12:40:39.737,2025-01-01T13:27:23.676,2025-01-01T12:38:30.590
21,Clerk-000007,Clerk,Check credit history,0.0,0.82,2025-01-01T12:41:04.246,2025-01-01T13:30:11.201,2025-01-01T12:38:30.590
19,Loan Officer-000010,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T12:54:23.759,2025-01-01T13:31:24.554,2025-01-01T12:54:23.759
20,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T12:40:20.676,2025-01-01T13:33:08.372,2025-01-01T12:25:39.845
10,Senior Officer-000001,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T12:41:58.142,2025-01-01T13:34:20.398,2025-01-01T12:41:58.142
11,Clerk-000009,Clerk,Prepare acceptance pack,0.0,0.52,2025-01-01T13:06:46.538,2025-01-01T13:38:10.504,2025-01-01T13:06:46.538
25,Clerk-000008,Clerk,Check application form completeness,0.0,0.52,2025-01-01T13:07:34.379,2025-01-01T13:38:38.880,2025-01-01T13:07:34.379
20,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T12:50:26.819,2025-01-01T13:40:18.656,2025-01-01T12:25:39.845
23,Clerk-000004,Clerk,Check credit history,0.0,0.6,2025-01-01T13:05:34.532,2025-01-01T13:41:30.270,2025-01-01T13:05:34.532
11,Clerk-000006,Clerk,Prepare home insurance quote,0.0,0.6,2025-01-01T13:06:46.538,2025-01-01T13:42:33.220,2025-01-01T13:06:46.538
24,Clerk-000002,Clerk,Check credit history,0.0,0.35,2025-01-01T13:22:23.010,2025-01-01T13:43:17.296,2025-01-01T13:22:23.010
18,Loan Officer-000006,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T12:50:26.819,2025-01-01T13:44:24.658,2025-01-01T12:50:26.819
6,Clerk-000003,Clerk,Approve application,0.0,0.36,2025-01-01T13:23:57.218,2025-01-01T13:45:42.811,2025-01-01T13:23:57.218
22,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T13:27:23.676,2025-01-01T13:55:53.285,2025-01-01T12:40:23.350
3,Senior Officer-000002,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T13:06:46.538,2025-01-01T13:56:51.562,2025-01-01T12:52:19.043
25,Clerk-000004,Clerk,Check credit history,0.0,0.26,2025-01-01T13:41:30.270,2025-01-01T13:57:13.093,2025-01-01T13:38:38.880
26,Clerk-000005,Clerk,Check application form completeness,0.0,0.51,2025-01-01T13:26:56.362,2025-01-01T13:57:34.850,2025-01-01T13:26:56.362
8,Loan Officer-000005,Loan Officer,Approve and post home insurance quote,0.0,0.0,2025-01-01T13:09:37.250,2025-01-01T13:58:29.353,2025-01-01T13:09:37.250
22,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T13:25:25.831,2025-01-01T13:59:11.477,2025-01-01T12:40:23.350
23,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T13:33:08.372,2025-01-01T13:59:14.496,2025-01-01T13:05:34.532
19,Clerk-000007,Clerk,Reject application,0.0,0.55,2025-01-01T13:31:24.554,2025-01-01T14:04:33.635,2025-01-01T13:31:24.554
17,Clerk-000001,Clerk,Reject application,0.0,0.72,2025-01-01T13:22:29.419,2025-01-01T14:05:31.344,2025-01-01T13:22:29.419
4,Senior Officer-000001,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T13:34:20.398,2025-01-01T14:08:53.180,2025-01-01T13:25:10.272
27,Clerk-000006,Clerk,Check application form completeness,0.0,0.47,2025-01-01T13:42:33.220,2025-01-01T14:10:39.134,2025-01-01T13:42:11.902
8,Loan Officer-000009,Loan Officer,Approve and send acceptance pack,0.0,0.0,2025-01-01T13:18:06.166,2025-01-01T14:11:38.816,2025-01-01T13:18:06.166
23,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T13:40:18.656,2025-01-01T14:17:32.281,2025-01-01T13:05:34.532
24,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T13:55:53.285,2025-01-01T14:18:03.535,2025-01-01T13:22:23.010
25,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T13:59:14.496,2025-01-01T14:19:08.282,2025-01-01T13:38:38.880
10,Clerk-000008,Clerk,Prepare home insurance quote,0.0,0.68,2025-01-01T13:38:38.880,2025-01-01T14:19:17.146,2025-01-01T13:34:20.398
10,Clerk-000009,Clerk,Prepare acceptance pack,0.0,0.7,2025-01-01T13:38:10.504,2025-01-01T14:19:58.889,2025-01-01T13:34:20.398
26,Clerk-000004,Clerk,Check credit history,0.0,0.42,2025-01-01T13:57:34.850,2025-01-01T14:22:57.019,2025-01-01T13:57:34.850
28,Clerk-000005,Clerk,Check application form completeness,0.0,0.45,2025-01-01T14:01:23.757,2025-01-01T14:28:34.264,2025-01-01T14:01:23.757
18,Loan Officer-000007,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T13:44:24.658,2025-01-01T14:29:06.123,2025-01-01T13:44:24.658
3,Clerk-000003,Clerk,Prepare home insurance quote,0.0,0.56,2025-01-01T13:56:51.562,2025-01-01T14:30:26.355,2025-01-01T13:56:51.562
27,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T14:19:08.282,2025-01-01T14:33:23.036,2025-01-01T14:10:39.134
3,Clerk-000002,Clerk,Prepare acceptance pack,0.0,0.62,2025-01-01T13:56:51.562,2025-01-01T14:33:57.568,2025-01-01T13:56:51.562
21,Loan Officer-000008,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T13:30:11.201,2025-01-01T14:34:20.474,2025-01-01T13:30:11.201
