case_id,resource,role,activity,FixedCost,ResourceCost,start_time,end_time,enable_time
7,Clerk-000007,Clerk,Check credit history,0.0,0.44,2025-01-01T08:37:56.193,2025-01-01T09:04:35.669,2025-01-01T08:37:56.193
2,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T08:19:50.247,2025-01-01T09:05:52.614,2025-01-01T08:19:50.247
9,Clerk-000009,Clerk,Check application form completeness,0.0,0.57,2025-01-01T08:33:27.166,2025-01-01T09:07:38.693,2025-01-01T08:33:27.166
6,Clerk-000005,Clerk,Check credit history,0.0,0.79,2025-01-01T08:25:22.162,2025-01-01T09:12:43.912,2025-01-01T08:25:22.162
6,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T09:02:16.145,2025-01-01T09:18:06.227,2025-01-01T08:25:22.162
8,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T09:00:20.794,2025-01-01T09:20:31.537,2025-01-01T08:32:55.896
3,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T08:38:39.983,2025-01-01T09:20:38.179,2025-01-01T08:38:39.983
5,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T08:35:30.011,2025-01-01T09:26:58.793,2025-01-01T08:12:46.279
10,Clerk-000008,Clerk,Check application form completeness,0.0,0.49,2025-01-01T08:58:11.934,2025-01-01T09:27:40.610,2025-01-01T08:58:11.934
1,Clerk-000004,Clerk,Reject application,0.0,0.53,2025-01-01T08:59:49.607,2025-01-01T09:31:42.695,2025-01-01T08:59:49.607
9,Clerk-000003,Clerk,Check credit history,0.0,0.42,2025-01-01T09:07:38.693,2025-01-01T09:32:47.741,2025-01-01T09:07:38.693
7,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T08:52:23.758,2025-01-01T09:38:43.400,2025-01-01T08:37:56.193
2,Loan Officer-000005,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T09:05:52.614,2025-01-01T09:42:27.209,2025-01-01T09:05:52.614
10,Clerk-000006,Clerk,Check credit history,0.0,0.4,2025-01-01T09:27:40.610,2025-01-01T09:51:58.366,2025-01-01T09:27:40.610
4,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T09:02:16.145,2025-01-01T09:54:24.352,2025-01-01T09:02:16.145
7,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T09:18:06.227,2025-01-01T09:54:59.017,2025-01-01T08:37:56.193
9,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T09:20:31.537,2025-01-01T09:57:16.786,2025-01-01T09:07:38.693
11,Clerk-000002,Clerk,Check application form completeness,0.0,0.72,2025-01-01T09:14:03.002,2025-01-01T09:57:26.396,2025-01-01T09:14:03.002
12,Clerk-000001,Clerk,Check application form completeness,0.0,0.58,2025-01-01T09:22:51.105,2025-01-01T09:57:36.891,2025-01-01T09:22:51.105
8,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T09:26:58.793,2025-01-01T10:04:53.799,2025-01-01T08:32:55.896
3,Loan Officer-000007,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T09:20:38.179,2025-01-01T10:08:18.459,2025-01-01T09:20:38.179
9,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T09:54:59.017,2025-01-01T10:08:39.944,2025-01-01T09:07:38.693
13,Clerk-000007,Clerk,Check application form completeness,0.0,0.6,2025-01-01T09:33:23.269,2025-01-01T10:09:07.170,2025-01-01T09:33:23.269
2,Senior Officer-000001,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T09:42:27.209,2025-01-01T10:20:06.496,2025-01-01T09:42:27.209
14,Clerk-000009,Clerk,Check application form completeness,0.0,0.56,2025-01-01T09:49:48.772,2025-01-01T10:23:40.891,2025-01-01T09:49:48.772
5,Loan Officer-000008,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T09:26:58.793,2025-01-01T10:24:44.906,2025-01-01T09:26:58.793
13,Clerk-000002,Clerk,Check credit history,0.0,0.29,2025-01-01T10:09:07.170,2025-01-01T10:26:34.956,2025-01-01T10:09:07.170
11,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T09:57:26.396,2025-01-01T10:26:43.264,2025-01-01T09:57:26.396
6,Loan Officer-000006,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T09:18:06.227,2025-01-01T10:27:51.959,2025-01-01T09:18:06.227
10,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T09:38:43.400,2025-01-01T10:28:23.532,2025-01-01T09:27:40.610
11,Clerk-000004,Clerk,Check credit history,0.0,0.53,2025-01-01T09:57:26.396,2025-01-01T10:29:13.645,2025-01-01T09:57:26.396
12,Clerk-000003,Clerk,Check credit history,0.0,0.55,2025-01-01T09:57:36.891,2025-01-01T10:30:31.111,2025-01-01T09:57:36.891
10,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T10:04:53.799,2025-01-01T10:30:54.338,2025-01-01T09:27:40.610
15,Clerk-000008,Clerk,Check application form completeness,0.0,0.59,2025-01-01T09:56:55.542,2025-01-01T10:32:23.643,2025-01-01T09:56:55.542
4,Clerk-000005,Clerk,Reject application,0.0,0.64,2025-01-01T09:54:24.352,2025-01-01T10:32:46.259,2025-01-01T09:54:24.352
11,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T10:08:39.944,2025-01-01T10:38:08.888,2025-01-01T09:57:26.396
17,Clerk-000001,Clerk,Check application form completeness,0.0,0.37,2025-01-01T10:16:09.557,2025-01-01T10:38:29.623,2025-01-01T10:16:09.557
16,Clerk-000006,Clerk,Check application form completeness,0.0,0.6,2025-01-01T10:04:36.856,2025-01-01T10:40:50.964,2025-01-01T10:04:36.856
9,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T10:08:39.944,2025-01-01T10:43:58.276,2025-01-01T10:08:39.944
7,Loan Officer-000009,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T09:54:59.017,2025-01-01T10:45:14.849,2025-01-01T09:54:59.017
3,Senior Officer-000002,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T10:08:18.459,2025-01-01T10:49:58.149,2025-01-01T10:08:18.459
2,Clerk-000007,Clerk,Prepare acceptance pack,0.0,0.51,2025-01-01T10:20:06.496,2025-01-01T10:50:30.994,2025-01-01T10:20:06.496
8,Loan Officer-000010,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T10:04:53.799,2025-01-01T10:54:02.452,2025-01-01T10:04:53.799
2,Clerk-000009,Clerk,Prepare home insurance quote,0.0,0.51,2025-01-01T10:23:40.891,2025-01-01T10:54:16.855,2025-01-01T10:20:06.496
13,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T10:28:23.532,2025-01-01T10:55:29.849,2025-01-01T10:09:07.170
18,Clerk-000003,Clerk,Check application form completeness,0.0,0.44,2025-01-01T10:30:31.111,2025-01-01T10:56:52.744,2025-01-01T10:28:36.540
12,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T10:30:54.338,2025-01-01T11:00:34.885,2025-01-01T09:57:36.891
16,Clerk-000006,Clerk,Check credit history,0.0,0.35,2025-01-01T10:40:50.964,2025-01-01T11:01:39.622,2025-01-01T10:40:50.964
12,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T10:26:43.264,2025-01-01T11:04:04.554,2025-01-01T09:57:36.891
19,Clerk-000001,Clerk,Check application form completeness,0.0,0.43,2025-01-01T10:38:41.612,2025-01-01T11:04:34.729,2025-01-01T10:38:41.612
15,Clerk-000008,Clerk,Check credit history,0.0,0.58,2025-01-01T10:32:23.643,2025-01-01T11:07:15.231,2025-01-01T10:32:23.643
5,Clerk-000002,Clerk,Reject application,0.0,0.71,2025-01-01T10:26:34.956,2025-01-01T11:09:00.842,2025-01-01T10:24:44.906
14,Clerk-000004,Clerk,Check credit history,0.0,0.71,2025-01-01T10:29:13.645,2025-01-01T11:12:03.396,2025-01-01T10:23:40.891
18,Clerk-000008,Clerk,Return application back to applicant,0.0,0.18,2025-01-01T11:07:15.231,2025-01-01T11:17:56.629,2025-01-01T10:56:52.744
13,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T10:38:08.888,2025-01-01T11:18:27.568,2025-01-01T10:09:07.170
10,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T10:30:54.338,2025-01-01T11:18:52.361,2025-01-01T10:30:54.338
17,Clerk-000005,Clerk,Check credit history,0.0,0.68,2025-01-01T10:38:29.623,2025-01-01T11:19:16.686,2025-01-01T10:38:29.623
6,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T10:27:51.959,2025-01-01T11:19:19.198,2025-01-01T10:27:51.959
14,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T10:55:29.849,2025-01-01T11:21:46.936,2025-01-01T10:23:40.891
14,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T11:00:34.885,2025-01-01T11:24:06.446,2025-01-01T10:23:40.891
19,Clerk-000002,Clerk,Check credit history,0.0,0.26,2025-01-01T11:09:00.842,2025-01-01T11:24:25.785,2025-01-01T11:04:34.729
3,Clerk-000007,Clerk,Prepare acceptance pack,0.0,0.59,2025-01-01T10:50:30.994,2025-01-01T11:25:59.381,2025-01-01T10:49:58.149
3,Clerk-000009,Clerk,Prepare home insurance quote,0.0,0.53,2025-01-01T10:54:16.855,2025-01-01T11:26:03.511,2025-01-01T10:49:58.149
7,Clerk-000003,Clerk,Reject application,0.0,0.5,2025-01-01T10:56:52.744,2025-01-01T11:27:07.728,2025-01-01T10:45:14.849
8,Clerk-000006,Clerk,Reject application,0.0,0.49,2025-01-01T11:01:39.622,2025-01-01T11:31:21.070,2025-01-01T10:54:02.452
9,Clerk-000001,Clerk,Reject application,0.0,0.51,2025-01-01T11:04:34.729,2025-01-01T11:35:19.720,2025-01-01T10:43:58.276
2,Loan Officer-000004,Loan Officer,Approve and send acceptance pack,0.0,0.0,2025-01-01T10:50:30.994,2025-01-01T11:36:20.315,2025-01-01T10:50:30.994
20,Clerk-000004,Clerk,Check application form completeness,0.0,0.44,2025-01-01T11:12:03.396,2025-01-01T11:38:20.446,2025-01-01T10:56:26.616
15,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T11:18:27.568,2025-01-01T11:40:44.417,2025-01-01T10:32:23.643
15,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T11:04:04.554,2025-01-01T11:41:02.918,2025-01-01T10:32:23.643
12,Loan Officer-000008,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T11:04:04.554,2025-01-01T11:44:16.639,2025-01-01T11:04:04.554
11,Loan Officer-000005,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T10:38:08.888,2025-01-01T11:45:11.176,2025-01-01T10:38:08.888
21,Clerk-000008,Clerk,Check application form completeness,0.0,0.47,2025-01-01T11:17:56.629,2025-01-01T11:46:02.887,2025-01-01T11:10:02.724
20,Clerk-000009,Clerk,Return application back to applicant,0.0,0.18,2025-01-01T11:38:20.446,2025-01-01T11:49:14.128,2025-01-01T11:38:20.446
22,Clerk-000002,Clerk,Check application form completeness,0.0,0.45,2025-01-01T11:24:25.785,2025-01-01T11:51:08.316,2025-01-01T11:24:02.121
16,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T11:24:06.446,2025-01-01T11:51:41.030,2025-01-01T10:40:50.964
6,Senior Officer-000001,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T11:19:19.198,2025-01-01T11:58:55.519,2025-01-01T11:19:19.198
10,Clerk-000005,Clerk,Reject application,0.0,0.7,2025-01-01T11:19:16.686,2025-01-01T12:01:08.888,2025-01-01T11:18:52.361
2,Loan Officer-000007,Loan Officer,Approve and post home insurance quote,0.0,0.0,2025-01-01T10:54:16.855,2025-01-01T12:03:48.059,2025-01-01T10:54:16.855
2,Senior Officer-000002,Senior Officer,Consider re-design loan offer,0.0,0.0,2025-01-01T12:03:48.059,2025-01-01T12:04:16.075,2025-01-01T12:03:48.059
16,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T11:21:46.936,2025-01-01T12:04:23.693,2025-01-01T10:40:50.964
23,Clerk-000007,Clerk,Check application form completeness,0.0,0.47,2025-01-01T11:36:39.193,2025-01-01T12:04:47.229,2025-01-01T11:36:39.193
14,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T11:24:06.446,2025-01-01T12:06:32.529,2025-01-01T11:24:06.446
17,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T11:40:44.417,2025-01-01T12:08:04.212,2025-01-01T10:38:29.623
13,Loan Officer-000006,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T11:18:27.568,2025-01-01T12:11:29.160,2025-01-01T11:18:27.568
3,Loan Officer-000009,Loan Officer,Approve and send acceptance pack,0.0,0.0,2025-01-01T11:25:59.381,2025-01-01T12:11:34.513,2025-01-01T11:25:59.381
24,Clerk-000001,Clerk,Check application form completeness,0.0,0.36,2025-01-01T11:50:52.053,2025-01-01T12:12:16.782,2025-01-01T11:50:52.053
3,Loan Officer-000010,Loan Officer,Approve and post home insurance quote,0.0,0.0,2025-01-01T11:26:03.511,2025-01-01T12:17:59.302,2025-01-01T11:26:03.511
3,Senior Officer-000001,Senior Officer,Consider re-design loan offer,0.0,0.0,2025-01-01T12:17:59.302,2025-01-01T12:18:28.553,2025-01-01T12:17:59.302
21,Clerk-000006,Clerk,Check credit history,0.0,0.56,2025-01-01T11:46:02.887,2025-01-01T12:19:56.647,2025-01-01T11:46:02.887
12,Clerk-000003,Clerk,Reject application,0.0,0.61,2025-01-01T11:44:16.639,2025-01-01T12:20:57.087,2025-01-01T11:44:16.639
6,Clerk-000008,Clerk,Prepare acceptance pack,0.0,0.42,2025-01-01T11:58:55.519,2025-01-01T12:23:59.415,2025-01-01T11:58:55.519
17,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T11:41:02.918,2025-01-01T12:25:41.189,2025-01-01T10:38:29.623
22,Clerk-000004,Clerk,Check credit history,0.0,0.61,2025-01-01T11:51:08.316,2025-01-01T12:27:53.324,2025-01-01T11:51:08.316
6,Clerk-000009,Clerk,Prepare home insurance quote,0.0,0.53,2025-01-01T11:58:55.519,2025-01-01T12:30:36.903,2025-01-01T11:58:55.519
15,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T11:41:02.918,2025-01-01T12:32:12.643,2025-01-01T11:41:02.918
2,Clerk-000002,Clerk,Cancel application,0.0,0.53,2025-01-01T12:04:16.075,2025-01-01T12:36:00.052,2025-01-01T12:04:16.075
16,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T12:04:23.693,2025-01-01T12:41:39.174,2025-01-01T12:04:23.693
25,Clerk-000007,Clerk,Check application form completeness,0.0,0.55,2025-01-01T12:08:50.840,2025-01-01T12:41:53.255,2025-01-01T12:08:50.840
19,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T12:04:23.693,2025-01-01T12:42:10.521,2025-01-01T11:04:34.729
19,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T11:51:41.030,2025-01-01T12:43:55.337,2025-01-01T11:04:34.729
24,Clerk-000003,Clerk,Check credit history,0.0,0.39,2025-01-01T12:20:57.087,2025-01-01T12:44:37.600,2025-01-01T12:12:16.782
23,Clerk-000005,Clerk,Check credit history,0.0,0.69,2025-01-01T12:04:47.229,2025-01-01T12:46:13.820,2025-01-01T12:04:47.229
21,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T12:08:04.212,2025-01-01T12:47:55.619,2025-01-01T11:46:02.887
11,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T11:45:11.176,2025-01-01T12:48:09.641,2025-01-01T11:45:11.176
13,Clerk-000001,Clerk,Reject application,0.0,0.6,2025-01-01T12:12:16.782,2025-01-01T12:48:13.989,2025-01-01T12:11:29.160
26,Clerk-000008,Clerk,Check application form completeness,0.0,0.52,2025-01-01T12:23:59.415,2025-01-01T12:55:09.891,2025-01-01T12:23:32.991
21,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T12:25:41.189,2025-01-01T12:56:19.820,2025-01-01T11:46:02.887
3,Clerk-000006,Clerk,Cancel application,0.0,0.63,2025-01-01T12:19:56.647,2025-01-01T12:57:46.696,2025-01-01T12:18:28.553
26,Clerk-000005,Clerk,Return application back to applicant,0.0,0.13,2025-01-01T12:55:09.891,2025-01-01T13:03:01.513,2025-01-01T12:55:09.891
25,Clerk-000007,Clerk,Check credit history,0.0,0.39,2025-01-01T12:41:53.255,2025-01-01T13:05:15.867,2025-01-01T12:41:53.255
22,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T12:43:55.337,2025-01-01T13:06:19.252,2025-01-01T11:51:08.316
15,Clerk-000004,Clerk,Reject application,0.0,0.61,2025-01-01T12:32:12.643,2025-01-01T13:08:32.034,2025-01-01T12:32:12.643
23,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T12:56:19.820,2025-01-01T13:11:04.652,2025-01-01T12:04:47.229
6,Loan Officer-000005,Loan Officer,Approve and send acceptance pack,0.0,0.0,2025-01-01T12:23:59.415,2025-01-01T13:12:29.275,2025-01-01T12:23:59.415
27,Clerk-000009,Clerk,Check application form completeness,0.0,0.62,2025-01-01T12:37:31.148,2025-01-01T13:14:30.039,2025-01-01T12:37:31.148
16,Clerk-000002,Clerk,Reject application,0.0,0.58,2025-01-01T12:41:39.174,2025-01-01T13:16:14.310,2025-01-01T12:41:39.174
6,Loan Officer-000001,Loan Officer,Approve and post home insurance quote,0.0,0.0,2025-01-01T12:30:36.903,2025-01-01T13:16:23.081,2025-01-01T12:30:36.903
6,Senior Officer-000001,Senior Officer,Consider re-design loan offer,0.0,0.0,2025-01-01T13:16:23.081,2025-01-01T13:16:58.768,2025-01-01T13:16:23.081
28,Clerk-000003,Clerk,Check application form completeness,0.0,0.53,2025-01-01T12:45:48.716,2025-01-01T13:17:39.519,2025-01-01T12:45:48.716
14,Loan Officer-000008,Loan Officer,Design loan offer,0.0,0.0,2025-01-01T12:06:32.529,2025-01-01T13:18:28.984,2025-01-01T12:06:32.529
22,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T12:42:10.521,2025-01-01T13:19:36.233,2025-01-01T11:51:08.316
11,Senior Officer-000002,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T12:48:09.641,2025-01-01T13:21:10.679,2025-01-01T12:48:09.641
19,Loan Officer-000006,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T12:43:55.337,2025-01-01T13:22:05.039,2025-01-01T12:43:55.337
17,Loan Officer-000007,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T12:25:41.189,2025-01-01T13:23:32.070,2025-01-01T12:25:41.189
28,Clerk-000007,Clerk,Return application back to applicant,0.0,0.15,2025-01-01T13:17:39.519,2025-01-01T13:26:50.898,2025-01-01T13:17:39.519
23,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T12:47:55.619,2025-01-01T13:27:26.514,2025-01-01T12:04:47.229
29,Clerk-000001,Clerk,Check application form completeness,0.0,0.49,2025-01-01T13:01:27.423,2025-01-01T13:30:46.553,2025-01-01T13:01:27.423
24,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T13:06:19.252,2025-01-01T13:39:09.360,2025-01-01T12:12:16.782
6,Clerk-000005,Clerk,Cancel application,0.0,0.41,2025-01-01T13:16:58.768,2025-01-01T13:41:20.334,2025-01-01T13:16:58.768
17,Clerk-000003,Clerk,Reject application,0.0,0.42,2025-01-01T13:23:32.070,2025-01-01T13:48:43.441,2025-01-01T13:23:32.070
25,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T13:27:26.514,2025-01-01T13:50:24.985,2025-01-01T12:41:53.255
24,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T13:11:04.652,2025-01-01T13:50:48.786,2025-01-01T12:12:16.782
21,Loan Officer-000009,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T12:56:19.820,2025-01-01T13:51:07.155,2025-01-01T12:56:19.820
30,Clerk-000006,Clerk,Check application form completeness,0.0,0.6,2025-01-01T13:16:07.764,2025-01-01T13:52:01.071,2025-01-01T13:16:07.764
25,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T13:19:36.233,2025-01-01T13:53:16.356,2025-01-01T12:41:53.255
11,Clerk-000004,Clerk,Prepare acceptance pack,0.0,0.55,2025-01-01T13:21:10.679,2025-01-01T13:53:59.806,2025-01-01T13:21:10.679
11,Clerk-000009,Clerk,Prepare home insurance quote,0.0,0.58,2025-01-01T13:21:10.679,2025-01-01T13:55:54.200,2025-01-01T13:21:10.679
27,Clerk-000008,Clerk,Check credit history,0.0,0.7,2025-01-01T13:14:30.039,2025-01-01T13:56:35.264,2025-01-01T13:14:30.039
19,Clerk-000002,Clerk,Reject application,0.0,0.62,2025-01-01T13:22:05.039,2025-01-01T13:59:30.972,2025-01-01T13:22:05.039
31,Clerk-000001,Clerk,Check application form completeness,0.0,0.48,2025-01-01T13:33:14.235,2025-01-01T14:01:56.480,2025-01-01T13:33:14.235
22,Loan Officer-000010,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T13:19:36.233,2025-01-01T14:01:58.873,2025-01-01T13:19:36.233
14,Senior Officer-000001,Senior Officer,Approve Loan Offer,0.0,0.0,2025-01-01T13:18:28.984,2025-01-01T14:03:11.551,2025-01-01T13:18:28.984
29,Clerk-000007,Clerk,Check credit history,0.0,0.55,2025-01-01T13:30:46.553,2025-01-01T14:03:29.431,2025-01-01T13:30:46.553
29,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T13:53:16.356,2025-01-01T14:04:33.696,2025-01-01T13:30:46.553
29,AML Investigator-000001,AML Investigator,AML Check,0.0,0.0,2025-01-01T13:50:24.985,2025-01-01T14:16:06.197,2025-01-01T13:30:46.553
27,AML Investigator-000002,AML Investigator,AML Check,0.0,0.0,2025-01-01T13:39:09.360,2025-01-01T14:17:14.895,2025-01-01T13:14:30.039
30,Clerk-000003,Clerk,Check credit history,0.0,0.42,2025-01-01T13:52:01.071,2025-01-01T14:17:27.088,2025-01-01T13:52:01.071
23,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T13:27:26.514,2025-01-01T14:18:43.137,2025-01-01T13:27:26.514
27,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T13:50:48.786,2025-01-01T14:19:43.312,2025-01-01T13:14:30.039
32,Clerk-000005,Clerk,Check application form completeness,0.0,0.56,2025-01-01T13:50:27.778,2025-01-01T14:24:02.874,2025-01-01T13:50:27.778
11,Loan Officer-000001,Loan Officer,Approve and send acceptance pack,0.0,0.0,2025-01-01T13:53:59.806,2025-01-01T14:27:56.460,2025-01-01T13:53:59.806
30,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2025-01-01T14:04:33.696,2025-01-01T14:32:43.341,2025-01-01T13:52:01.071
31,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2025-01-01T14:19:43.312,2025-01-01T14:32:57.929,2025-01-01T14:01:56.480
22,Clerk-000004,Clerk,Reject application,0.0,0.55,2025-01-01T14:01:58.873,2025-01-01T14:34:42.828,2025-01-01T14:01:58.873
24,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2025-01-01T13:50:48.786,2025-01-01T14:38:52.496,2025-01-01T13:50:48.786
